"subj_idx","stim","stim_PM","stim_noPM","rt","response","trialno","TBdist","TSdist","SBdist","Helpful"
"8","Rem","PM","noPM","0.60418","1","10","0.0081389","0.33333","0.32519","7"
"8","Rem","PM","noPM","0.88859","1","11","0.0081389","0.41667","0.40853","7"
"8","Rem","PM","noPM","0.54431","1","12","0.0081389","0.16667","0.15853","7"
"8","Rem","PM","noPM","0.62257","1","13","0.0081389","0.41667","0.40853","7"
"8","Rem","PM","noPM","0.79611","1","14","0.0081389","0.5","0.49186","7"
"8","Rem","PM","noPM","0.9627","1","15","0.0081389","0.083333","0.075194","7"
"8","Rem","PM","noPM","1.0033","1","16","0.0081389","0.33333","0.32519","7"
"8","Rem","PM","noPM","1.5883","1","18","0.0081389","0.16667","0.17481","7"
"8","Rem","PM","noPM","0.60993","1","19","0.0081389","0.33333","0.32519","7"
"8","Rem","PM","noPM","0.67921","1","20","0.0081389","0.33333","0.34147","7"
"8","Rem","PM","noPM","0.87345","1","21","0.0081389","0.33333","0.34147","7"
"8","Rem","PM","noPM","0.80544","0","22","0.0081389","0.16667","0.15853","7"
"8","Rem","PM","noPM","0.73059","1","23","0.0081389","0.5","0.49186","7"
"8","Rem","PM","noPM","0.7882","1","24","0.0081389","0.16667","0.15853","7"
"8","Rem","PM","noPM","0.94438","1","25","0.0081389","0.41667","0.40853","7"
"8","Rem","PM","noPM","0.83999","1","26","0.0081389","0.083333","0.075194","7"
"8","Rem","PM","noPM","0.60348","1","27","0.0081389","0.5","0.49186","7"
"8","Rem","PM","noPM","0.60911","1","28","0.0081389","0.33333","0.34147","7"
"8","Rem","PM","noPM","0.55099","1","29","0.0081389","0.5","0.49186","7"
"8","Rem","PM","noPM","0.71044","1","30","0.0081389","0.083333","0.075194","7"
"8","Rem","PM","noPM","0.82407","1","1","0.017194","0.41667","0.39947","7"
"8","Rem","PM","noPM","0.71745","1","2","0.017194","0.083333","0.066139","7"
"8","Rem","PM","noPM","0.59957","1","3","0.017194","0.41667","0.39947","7"
"8","Rem","PM","noPM","0.98036","1","4","0.017194","0.33333","0.35053","7"
"8","Rem","PM","noPM","0.77772","1","5","0.017194","0.33333","0.35053","7"
"8","Rem","PM","noPM","0.54639","1","6","0.017194","0.25","0.26719","7"
"8","Rem","PM","noPM","0.80178","1","7","0.017194","0.083333","0.10053","7"
"8","Rem","PM","noPM","0.67269","1","8","0.017194","0.25","0.23281","7"
"8","Rem","PM","noPM","0.95658","1","9","0.017194","0.083333","0.066139","7"
"8","Rem","PM","noPM","0.50797","1","10","0.017194","0.083333","0.066139","7"
"8","Rem","PM","noPM","0.87908","1","11","0.017194","0.25","0.23281","7"
"8","Rem","PM","noPM","0.60277","1","12","0.017194","0.25","0.26719","7"
"8","Rem","PM","noPM","0.53604","1","13","0.017194","0.41667","0.43386","7"
"8","Rem","PM","noPM","0.62606","1","14","0.017194","0.33333","0.35053","7"
"8","Rem","PM","noPM","0.70403","1","15","0.017194","0.25","0.26719","7"
"8","Rem","PM","noPM","0.47201","1","16","0.017194","0.41667","0.39947","7"
"8","Rem","PM","noPM","0.50676","1","17","0.017194","0.41667","0.43386","7"
"8","Rem","PM","noPM","0.61114","1","19","0.017194","0.41667","0.43386","7"
"8","Rem","PM","noPM","0.57822","1","20","0.017194","0.41667","0.39947","7"
"8","Rem","PM","noPM","0.69405","1","22","0.017194","0.083333","0.066139","7"
"8","Rem","PM","noPM","0.61557","1","23","0.017194","0.083333","0.10053","7"
"8","Rem","PM","noPM","0.74053","1","24","0.017194","0.25","0.23281","7"
"8","Rem","PM","noPM","0.56413","1","25","0.017194","0.083333","0.10053","7"
"8","Rem","PM","noPM","0.54822","1","26","0.017194","0.33333","0.35053","7"
"8","Rem","PM","noPM","0.6714","1","28","0.017194","0.083333","0.10053","7"
"8","Rem","PM","noPM","0.80654","1","30","0.017194","0.25","0.23281","7"
"8","Rem","PM","noPM","0.83336","1","1","0.0025278","0.5","0.49747","7"
"8","Rem","PM","noPM","0.59037","1","2","0.0025278","0.41667","0.41919","7"
"8","Rem","PM","noPM","0.52361","1","3","0.0025278","0.25","0.24747","7"
"8","Rem","PM","noPM","0.58001","1","4","0.0025278","0.41667","0.41919","7"
"8","Rem","PM","noPM","1.2123","1","5","0.0025278","0.33333","0.33081","7"
"8","Rem","PM","noPM","0.57634","1","6","0.0025278","0.33333","0.33081","7"
"8","Rem","PM","noPM","0.49851","1","7","0.0025278","0.33333","0.33586","7"
"8","Rem","PM","noPM","0.54254","0","9","0.0025278","0.33333","0.33081","7"
"8","Rem","PM","noPM","0.52703","1","10","0.0025278","0.25","0.24747","7"
"8","Rem","PM","noPM","0.55235","1","11","0.0025278","0.16667","0.16414","7"
"8","Rem","PM","noPM","1.201","1","12","0.0025278","0.33333","0.33586","7"
"8","Rem","PM","noPM","0.77861","1","13","0.0025278","0.33333","0.33586","7"
"8","Rem","PM","noPM","1.1298","1","15","0.0025278","0.41667","0.41919","7"
"8","Rem","PM","noPM","0.95281","0","16","0.0025278","0.16667","0.16414","7"
"8","Rem","PM","noPM","0.60995","1","17","0.0025278","0.25","0.24747","7"
"8","Rem","PM","noPM","0.80839","1","18","0.0025278","0.16667","0.16919","7"
"8","Rem","PM","noPM","0.84514","1","19","0.0025278","0.16667","0.16414","7"
"8","Rem","PM","noPM","1.2086","1","20","0.0025278","0.33333","0.33586","7"
"8","Rem","PM","noPM","0.66194","1","21","0.0025278","0.5","0.49747","7"
"8","Rem","PM","noPM","1.1384","1","22","0.0025278","0.16667","0.16414","7"
"8","Rem","PM","noPM","0.57254","1","24","0.0025278","0.16667","0.16919","7"
"8","Rem","PM","noPM","0.53833","1","25","0.0025278","0.33333","0.33081","7"
"8","Rem","PM","noPM","0.49047","1","26","0.0025278","0.16667","0.16919","7"
"8","Rem","PM","noPM","0.53073","1","27","0.0025278","0.25","0.24747","7"
"8","Rem","PM","noPM","0.72201","1","28","0.0025278","0.5","0.49747","7"
"8","Rem","PM","noPM","0.72993","1","29","0.0025278","0.16667","0.16919","7"
"8","Rem","PM","noPM","0.71488","1","30","0.0025278","0.41667","0.41919","7"
"8","Rem","PM","noPM","1.722","1","1","0.026528","0.25","0.22347","7"
"8","Rem","PM","noPM","0.52254","1","2","0.026528","0.41667","0.39014","7"
"8","Rem","PM","noPM","1.1168","1","3","0.026528","0.25","0.27653","7"
"8","Rem","PM","noPM","0.58102","0","4","0.026528","0.41667","0.39014","7"
"8","Rem","PM","noPM","0.9417","1","5","0.026528","0.25","0.22347","7"
"8","Rem","PM","noPM","1.0218","1","6","0.026528","0.25","0.27653","7"
"8","Rem","PM","noPM","0.72091","1","8","0.026528","0.083333","0.056806","7"
"8","Rem","PM","noPM","0.72793","1","10","0.026528","0.33333","0.30681","7"
"8","Rem","PM","noPM","0.59148","1","11","0.026528","0.41667","0.44319","7"
"8","Rem","PM","noPM","0.70235","1","12","0.026528","0.083333","0.056806","7"
"8","Rem","PM","noPM","0.66474","1","13","0.026528","0.25","0.27653","7"
"8","Rem","PM","noPM","0.64341","1","14","0.026528","0.33333","0.30681","7"
"8","Rem","PM","noPM","0.64804","1","15","0.026528","0.083333","0.10986","7"
"8","Rem","PM","noPM","0.82724","1","16","0.026528","0.25","0.22347","7"
"8","Rem","PM","noPM","0.62494","1","17","0.026528","0.25","0.22347","7"
"8","Rem","PM","noPM","0.63996","1","18","0.026528","0.083333","0.10986","7"
"8","Rem","PM","noPM","0.66873","0","19","0.026528","0.25","0.27653","7"
"8","Rem","PM","noPM","0.60865","1","21","0.026528","0.33333","0.30681","7"
"8","Rem","PM","noPM","0.88742","0","22","0.026528","0.083333","0.10986","7"
"8","Rem","PM","noPM","1.138","0","23","0.026528","0.33333","0.30681","7"
"8","Rem","PM","noPM","0.97134","1","24","0.026528","0.083333","0.10986","7"
"8","Rem","PM","noPM","0.71232","1","25","0.026528","0.083333","0.056806","7"
"8","Rem","PM","noPM","1.2006","1","26","0.026528","0.083333","0.056806","7"
"8","Rem","PM","noPM","0.93246","1","27","0.026528","0.41667","0.44319","7"
"8","Rem","PM","noPM","1.9501","1","28","0.026528","0.41667","0.44319","7"
"8","Rem","PM","noPM","0.66802","1","29","0.026528","0.41667","0.39014","7"
"8","Rem","PM","noPM","0.62337","1","30","0.026528","0.41667","0.39014","7"
"8","Uad","PM","PM","1.1838","1","1","0.16319","0.25","0.086806","7"
"8","Uad","PM","PM","0.79074","1","2","0.16319","0.25","0.086806","7"
"8","Uad","PM","PM","0.74926","1","3","0.16319","0.083333","0.24653","7"
"8","Uad","PM","PM","0.64539","1","4","0.16319","0.33333","0.49653","7"
"8","Uad","PM","PM","0.72128","1","5","0.16319","0.16667","0.0034722","7"
"8","Uad","PM","PM","0.67567","1","6","0.16319","0.16667","0.0034722","7"
"8","Uad","PM","PM","0.57441","1","7","0.16319","0.33333","0.17014","7"
"8","Uad","PM","PM","0.54954","0","8","0.16319","0.33333","0.17014","7"
"8","Uad","PM","PM","0.53363","1","9","0.16319","0.33333","0.17014","7"
"8","Uad","PM","PM","0.47086","1","10","0.16319","0.5","0.33681","7"
"8","Uad","PM","PM","0.52864","1","12","0.16319","0.16667","0.32986","7"
"8","Uad","PM","PM","0.4983","1","13","0.16319","0.5","0.33681","7"
"8","Uad","PM","PM","0.55718","1","14","0.16319","0.083333","0.24653","7"
"8","Uad","PM","PM","0.77264","0","15","0.16319","0.16667","0.32986","7"
"8","Uad","PM","PM","0.55507","1","16","0.16319","0.083333","0.24653","7"
"8","Uad","PM","PM","0.56226","1","17","0.16319","0.5","0.33681","7"
"8","Uad","PM","PM","0.77741","1","18","0.16319","0.16667","0.0034722","7"
"8","Uad","PM","PM","0.82497","0","19","0.16319","0.5","0.33681","7"
"8","Uad","PM","PM","0.67009","1","20","0.16319","0.33333","0.49653","7"
"8","Uad","PM","PM","0.85058","1","22","0.16319","0.33333","0.49653","7"
"8","Uad","PM","PM","0.62174","1","23","0.16319","0.16667","0.0034722","7"
"8","Uad","PM","PM","0.69891","1","24","0.16319","0.16667","0.32986","7"
"8","Uad","PM","PM","0.75507","1","25","0.16319","0.25","0.086806","7"
"8","Uad","PM","PM","0.89113","1","26","0.16319","0.16667","0.32986","7"
"8","Uad","PM","PM","0.96465","1","27","0.16319","0.33333","0.49653","7"
"8","Uad","PM","PM","0.9887","0","28","0.16319","0.25","0.086806","7"
"8","Uad","PM","PM","0.56212","1","29","0.16319","0.33333","0.17014","7"
"8","Uad","PM","PM","0.8649","1","30","0.16319","0.083333","0.24653","7"
"8","Uad","PM","PM","0.69703","0","1","0.24653","0.41667","0.17014","7"
"8","Uad","PM","PM","0.66095","1","2","0.24653","0.33333","0.086806","7"
"8","Uad","PM","PM","0.817","1","3","0.24653","0.25","0.0034722","7"
"8","Uad","PM","PM","0.5829","1","4","0.24653","0.41667","0.17014","7"
"8","Uad","PM","PM","0.9825","0","5","0.24653","0.25","0.49653","7"
"8","Uad","PM","PM","0.58852","1","6","0.24653","0.25","0.49653","7"
"8","Uad","PM","PM","0.69189","1","7","0.24653","0.33333","0.086806","7"
"8","Uad","PM","PM","1.6805","1","10","0.24653","0.41667","0.33681","7"
"8","Uad","PM","PM","0.7334","1","11","0.24653","0.083333","0.16319","7"
"8","Uad","PM","PM","0.65403","1","12","0.24653","0.41667","0.17014","7"
"8","Uad","PM","PM","0.80287","1","13","0.24653","0.083333","0.32986","7"
"8","Uad","PM","PM","0.9621","1","14","0.24653","0.083333","0.16319","7"
"8","Uad","PM","PM","1.1392","1","15","0.24653","0.25","0.49653","7"
"8","Uad","PM","PM","0.62873","1","16","0.24653","0.33333","0.086806","7"
"8","Uad","PM","PM","0.65015","1","18","0.24653","0.083333","0.32986","7"
"8","Uad","PM","PM","0.72577","1","19","0.24653","0.25","0.0034722","7"
"8","Uad","PM","PM","0.70898","1","20","0.24653","0.25","0.0034722","7"
"8","Uad","PM","PM","0.70575","1","22","0.24653","0.083333","0.32986","7"
"8","Uad","PM","PM","0.75391","1","23","0.24653","0.083333","0.16319","7"
"8","Uad","PM","PM","0.70624","1","24","0.24653","0.083333","0.32986","7"
"8","Uad","PM","PM","0.684","1","25","0.24653","0.33333","0.086806","7"
"8","Uad","PM","PM","0.59862","1","26","0.24653","0.41667","0.33681","7"
"8","Uad","PM","PM","0.64597","1","27","0.24653","0.41667","0.17014","7"
"8","Uad","PM","PM","0.9627","1","28","0.24653","0.25","0.49653","7"
"8","Uad","PM","PM","0.94529","1","29","0.24653","0.083333","0.16319","7"
"8","Uad","PM","PM","0.62401","1","1","0.33681","0.25","0.086806","7"
"8","Uad","PM","PM","0.54182","1","2","0.33681","0.16667","0.49653","7"
"8","Uad","PM","PM","0.73315","1","4","0.33681","0.41667","0.24653","7"
"8","Uad","PM","PM","0.66162","1","5","0.33681","0.16667","0.17014","7"
"8","Uad","PM","PM","0.97834","1","6","0.33681","0.16667","0.17014","7"
"8","Uad","PM","PM","1.3375","1","8","0.33681","0.33333","0.32986","7"
"8","Uad","PM","PM","1.266","1","9","0.33681","0.5","0.16319","7"
"8","Uad","PM","PM","0.64321","1","10","0.33681","0.33333","0.0034722","7"
"8","Uad","PM","PM","0.62355","1","11","0.33681","0.5","0.16319","7"
"8","Uad","PM","PM","0.59946","0","13","0.33681","0.25","0.086806","7"
"8","Uad","PM","PM","0.66168","1","14","0.33681","0.5","0.16319","7"
"8","Uad","PM","PM","1.1285","0","15","0.33681","0.16667","0.17014","7"
"8","Uad","PM","PM","0.67291","1","16","0.33681","0.33333","0.0034722","7"
"8","Uad","PM","PM","0.59766","1","17","0.33681","0.33333","0.0034722","7"
"8","Uad","PM","PM","0.65243","1","18","0.33681","0.33333","0.32986","7"
"8","Uad","PM","PM","0.56069","1","19","0.33681","0.25","0.086806","7"
"8","Uad","PM","PM","0.56899","1","20","0.33681","0.25","0.086806","7"
"8","Uad","PM","PM","0.78522","1","21","0.33681","0.16667","0.49653","7"
"8","Uad","PM","PM","0.62321","1","22","0.33681","0.41667","0.24653","7"
"8","Uad","PM","PM","0.86612","1","23","0.33681","0.41667","0.24653","7"
"8","Uad","PM","PM","0.51696","1","24","0.33681","0.33333","0.32986","7"
"8","Uad","PM","PM","0.49261","1","25","0.33681","0.33333","0.32986","7"
"8","Uad","PM","PM","0.79618","1","26","0.33681","0.5","0.16319","7"
"8","Uad","PM","PM","1.1694","1","27","0.33681","0.16667","0.49653","7"
"8","Uad","PM","PM","0.83353","1","28","0.33681","0.16667","0.17014","7"
"8","Uad","PM","PM","0.69536","1","29","0.33681","0.16667","0.49653","7"
"8","Uad","PM","PM","1.1989","1","30","0.33681","0.41667","0.24653","7"
"8","Uad","PM","PM","0.75246","1","1","0.0034722","0.25","0.24653","7"
"8","Uad","PM","PM","0.65508","1","2","0.0034722","0.33333","0.33681","7"
"8","Uad","PM","PM","0.72392","1","3","0.0034722","0.25","0.24653","7"
"8","Uad","PM","PM","0.68548","1","4","0.0034722","0.25","0.24653","7"
"8","Uad","PM","PM","0.93535","1","5","0.0034722","0.33333","0.33681","7"
"8","Uad","PM","PM","0.62335","1","6","0.0034722","0.5","0.49653","7"
"8","Uad","PM","PM","0.80513","1","7","0.0034722","0.5","0.49653","7"
"8","Uad","PM","PM","0.80406","1","8","0.0034722","0.16667","0.17014","7"
"8","Uad","PM","PM","0.67375","1","9","0.0034722","0.33333","0.32986","7"
"8","Uad","PM","PM","0.52504","1","10","0.0034722","0.083333","0.086806","7"
"8","Uad","PM","PM","0.72406","1","11","0.0034722","0.16667","0.16319","7"
"8","Uad","PM","PM","0.54965","1","12","0.0034722","0.083333","0.086806","7"
"8","Uad","PM","PM","0.58032","1","13","0.0034722","0.5","0.49653","7"
"8","Uad","PM","PM","0.52705","1","15","0.0034722","0.083333","0.086806","7"
"8","Uad","PM","PM","1.0606","1","17","0.0034722","0.16667","0.16319","7"
"8","Uad","PM","PM","0.82498","1","18","0.0034722","0.33333","0.33681","7"
"8","Uad","PM","PM","0.6934","1","19","0.0034722","0.16667","0.17014","7"
"8","Uad","PM","PM","0.54463","1","20","0.0034722","0.16667","0.17014","7"
"8","Uad","PM","PM","0.53799","1","21","0.0034722","0.5","0.49653","7"
"8","Uad","PM","PM","1.0823","1","22","0.0034722","0.33333","0.32986","7"
"8","Uad","PM","PM","0.7335","1","23","0.0034722","0.33333","0.32986","7"
"8","Uad","PM","PM","0.67873","1","24","0.0034722","0.33333","0.32986","7"
"8","Uad","PM","PM","0.69622","1","25","0.0034722","0.16667","0.16319","7"
"8","Uad","PM","PM","0.77841","1","26","0.0034722","0.083333","0.086806","7"
"8","Uad","PM","PM","0.85093","1","27","0.0034722","0.16667","0.17014","7"
"8","Uad","PM","PM","0.64669","1","28","0.0034722","0.33333","0.33681","7"
"8","Uad","PM","PM","0.6187","1","29","0.0034722","0.25","0.24653","7"
"8","Uad","PM","PM","0.6229","1","1","0.24653","0.083333","0.32986","7"
"8","Uad","PM","PM","0.68328","1","2","0.24653","0.25","0.49653","7"
"8","Uad","PM","PM","1.1413","1","3","0.24653","0.083333","0.16319","7"
"8","Uad","PM","PM","0.75944","1","4","0.24653","0.33333","0.086806","7"
"8","Uad","PM","PM","0.65518","1","5","0.24653","0.33333","0.086806","7"
"8","Uad","PM","PM","0.62008","1","6","0.24653","0.083333","0.32986","7"
"8","Uad","PM","PM","0.92195","1","7","0.24653","0.41667","0.33681","7"
"8","Uad","PM","PM","1.152","1","10","0.24653","0.25","0.49653","7"
"8","Uad","PM","PM","0.58448","1","11","0.24653","0.33333","0.086806","7"
"8","Uad","PM","PM","1.4532","1","12","0.24653","0.083333","0.16319","7"
"8","Uad","PM","PM","0.59435","1","13","0.24653","0.083333","0.16319","7"
"8","Uad","PM","PM","0.5772","1","14","0.24653","0.41667","0.33681","7"
"8","Uad","PM","PM","0.54279","1","15","0.24653","0.41667","0.33681","7"
"8","Uad","PM","PM","0.55064","1","16","0.24653","0.25","0.0034722","7"
"8","Uad","PM","PM","0.54942","1","17","0.24653","0.41667","0.33681","7"
"8","Uad","PM","PM","0.7087","1","18","0.24653","0.083333","0.16319","7"
"8","Uad","PM","PM","0.87777","1","19","0.24653","0.083333","0.32986","7"
"8","Uad","PM","PM","0.92824","1","20","0.24653","0.25","0.0034722","7"
"8","Uad","PM","PM","1.0651","1","21","0.24653","0.25","0.49653","7"
"8","Uad","PM","PM","1.1244","0","22","0.24653","0.41667","0.17014","7"
"8","Uad","PM","PM","1.6147","1","23","0.24653","0.083333","0.32986","7"
"8","Uad","PM","PM","0.52493","1","24","0.24653","0.41667","0.17014","7"
"8","Uad","PM","PM","0.94195","1","25","0.24653","0.25","0.0034722","7"
"8","Uad","PM","PM","0.61247","1","26","0.24653","0.33333","0.086806","7"
"8","Uad","PM","PM","0.62804","1","28","0.24653","0.25","0.49653","7"
"8","Uad","PM","PM","0.65653","1","29","0.24653","0.41667","0.17014","7"
"8","Uad","PM","PM","0.59764","1","30","0.24653","0.41667","0.17014","7"
"8","Uad","PM","PM","0.72274","1","1","0.32986","0.41667","0.086806","7"
"8","Uad","PM","PM","0.58138","1","2","0.32986","0.41667","0.086806","7"
"8","Uad","PM","PM","0.90866","1","3","0.32986","0.41667","0.086806","7"
"8","Uad","PM","PM","0.5365","1","4","0.32986","0.33333","0.33681","7"
"8","Uad","PM","PM","0.64863","1","5","0.32986","0.5","0.17014","7"
"8","Uad","PM","PM","1.3563","1","6","0.32986","0.083333","0.24653","7"
"8","Uad","PM","PM","0.51729","1","7","0.32986","0.33333","0.33681","7"
"8","Uad","PM","PM","0.57541","1","8","0.32986","0.16667","0.49653","7"
"8","Uad","PM","PM","0.63029","1","9","0.32986","0.33333","0.0034722","7"
"8","Uad","PM","PM","1.3564","1","10","0.32986","0.083333","0.24653","7"
"8","Uad","PM","PM","0.65259","1","11","0.32986","0.083333","0.24653","7"
"8","Uad","PM","PM","0.56946","1","12","0.32986","0.33333","0.0034722","7"
"8","Uad","PM","PM","0.62478","1","13","0.32986","0.33333","0.0034722","7"
"8","Uad","PM","PM","0.79939","1","14","0.32986","0.16667","0.16319","7"
"8","Uad","PM","PM","0.81424","1","15","0.32986","0.33333","0.33681","7"
"8","Uad","PM","PM","0.66817","1","16","0.32986","0.16667","0.16319","7"
"8","Uad","PM","PM","0.67958","1","18","0.32986","0.33333","0.0034722","7"
"8","Uad","PM","PM","0.62716","1","19","0.32986","0.33333","0.33681","7"
"8","Uad","PM","PM","0.92711","1","20","0.32986","0.5","0.17014","7"
"8","Uad","PM","PM","0.60855","1","21","0.32986","0.5","0.17014","7"
"8","Uad","PM","PM","0.52794","1","23","0.32986","0.5","0.17014","7"
"8","Uad","PM","PM","0.61025","1","24","0.32986","0.41667","0.086806","7"
"8","Uad","PM","PM","0.61102","0","26","0.32986","0.16667","0.49653","7"
"8","Uad","PM","PM","0.72135","1","27","0.32986","0.083333","0.24653","7"
"8","Uad","PM","PM","0.78847","1","28","0.32986","0.16667","0.49653","7"
"8","Uad","PM","PM","0.62639","0","29","0.32986","0.16667","0.16319","7"
"8","Uad","PM","PM","0.70451","1","30","0.32986","0.16667","0.16319","7"
"8","Uad","PM","PM","0.56517","1","1","0.086806","0.41667","0.32986","7"
"8","Uad","PM","PM","0.53984","1","2","0.086806","0.083333","0.0034722","7"
"8","Uad","PM","PM","0.57384","1","3","0.086806","0.41667","0.32986","7"
"8","Uad","PM","PM","0.86151","1","4","0.086806","0.083333","0.0034722","7"
"8","Uad","PM","PM","0.58571","1","5","0.086806","0.083333","0.0034722","7"
"8","Uad","PM","PM","0.59094","0","6","0.086806","0.33333","0.24653","7"
"8","Uad","PM","PM","1.6297","1","7","0.086806","0.33333","0.24653","7"
"8","Uad","PM","PM","0.84181","1","8","0.086806","0.25","0.16319","7"
"8","Uad","PM","PM","0.56704","1","9","0.086806","0.25","0.33681","7"
"8","Uad","PM","PM","0.78267","1","10","0.086806","0.33333","0.24653","7"
"8","Uad","PM","PM","0.62196","1","11","0.086806","0.083333","0.0034722","7"
"8","Uad","PM","PM","0.82808","1","12","0.086806","0.083333","0.17014","7"
"8","Uad","PM","PM","0.51128","1","14","0.086806","0.083333","0.17014","7"
"8","Uad","PM","PM","0.64891","1","15","0.086806","0.25","0.16319","7"
"8","Uad","PM","PM","0.75954","1","16","0.086806","0.25","0.33681","7"
"8","Uad","PM","PM","0.79427","1","18","0.086806","0.41667","0.49653","7"
"8","Uad","PM","PM","0.64181","1","19","0.086806","0.41667","0.32986","7"
"8","Uad","PM","PM","0.75662","1","20","0.086806","0.083333","0.17014","7"
"8","Uad","PM","PM","0.69999","1","21","0.086806","0.33333","0.24653","7"
"8","Uad","PM","PM","0.8706","1","22","0.086806","0.083333","0.17014","7"
"8","Uad","PM","PM","0.59322","1","23","0.086806","0.25","0.33681","7"
"8","Uad","PM","PM","0.67163","1","24","0.086806","0.25","0.16319","7"
"8","Uad","PM","PM","0.82734","1","25","0.086806","0.25","0.16319","7"
"8","Uad","PM","PM","0.56887","1","26","0.086806","0.41667","0.32986","7"
"8","Uad","PM","PM","0.73879","1","28","0.086806","0.25","0.33681","7"
"8","Uad","PM","PM","0.60313","1","29","0.086806","0.41667","0.49653","7"
"8","Uad","PM","PM","0.66511","1","30","0.086806","0.41667","0.49653","7"
"8","Uad","PM","PM","0.69141","1","1","0.16319","0.16667","0.32986","7"
"8","Uad","PM","PM","1.6235","0","2","0.16319","0.083333","0.24653","7"
"8","Uad","PM","PM","0.82937","1","3","0.16319","0.16667","0.32986","7"
"8","Uad","PM","PM","1.7226","0","4","0.16319","0.25","0.086806","7"
"8","Uad","PM","PM","0.73855","1","5","0.16319","0.083333","0.24653","7"
"8","Uad","PM","PM","0.99921","1","7","0.16319","0.5","0.33681","7"
"8","Uad","PM","PM","0.70089","1","8","0.16319","0.5","0.33681","7"
"8","Uad","PM","PM","0.82174","1","10","0.16319","0.33333","0.49653","7"
"8","Uad","PM","PM","0.68353","1","11","0.16319","0.25","0.086806","7"
"8","Uad","PM","PM","0.81417","1","12","0.16319","0.16667","0.0034722","7"
"8","Uad","PM","PM","0.93874","1","13","0.16319","0.083333","0.24653","7"
"8","Uad","PM","PM","0.80158","1","14","0.16319","0.5","0.33681","7"
"8","Uad","PM","PM","0.67229","1","16","0.16319","0.5","0.33681","7"
"8","Uad","PM","PM","0.7871","1","17","0.16319","0.16667","0.0034722","7"
"8","Uad","PM","PM","0.66401","1","18","0.16319","0.33333","0.17014","7"
"8","Uad","PM","PM","0.779","1","19","0.16319","0.16667","0.0034722","7"
"8","Uad","PM","PM","0.61034","1","20","0.16319","0.33333","0.49653","7"
"8","Uad","PM","PM","0.87232","1","21","0.16319","0.33333","0.17014","7"
"8","Uad","PM","PM","0.61209","1","22","0.16319","0.25","0.086806","7"
"8","Uad","PM","PM","0.96937","1","23","0.16319","0.16667","0.32986","7"
"8","Uad","PM","PM","0.5111","0","26","0.16319","0.16667","0.32986","7"
"8","Uad","PM","PM","1.825","1","27","0.16319","0.083333","0.24653","7"
"8","Uad","PM","PM","0.67647","1","28","0.16319","0.33333","0.49653","7"
"8","Uad","PM","PM","0.53654","1","29","0.16319","0.33333","0.49653","7"
"8","Uad","PM","PM","0.79387","1","30","0.16319","0.16667","0.0034722","7"
"8","Uad","PM","PM","1.1673","1","1","0.17014","0.33333","0.16319","7"
"8","Uad","PM","PM","0.83698","1","2","0.17014","0.16667","0.33681","7"
"8","Uad","PM","PM","0.65399","1","4","0.17014","0.083333","0.086806","7"
"8","Uad","PM","PM","0.56069","1","5","0.17014","0.33333","0.49653","7"
"8","Uad","PM","PM","0.64715","1","6","0.17014","0.5","0.32986","7"
"8","Uad","PM","PM","0.80177","1","7","0.17014","0.16667","0.33681","7"
"8","Uad","PM","PM","0.57421","1","8","0.17014","0.33333","0.49653","7"
"8","Uad","PM","PM","0.58878","1","9","0.17014","0.16667","0.33681","7"
"8","Uad","PM","PM","0.63717","1","12","0.17014","0.5","0.32986","7"
"8","Uad","PM","PM","0.53997","1","14","0.17014","0.33333","0.49653","7"
"8","Uad","PM","PM","0.7394","1","15","0.17014","0.083333","0.086806","7"
"8","Uad","PM","PM","1.003","1","16","0.17014","0.41667","0.24653","7"
"8","Uad","PM","PM","1.1803","1","17","0.17014","0.16667","0.0034722","7"
"8","Uad","PM","PM","0.82551","1","18","0.17014","0.5","0.32986","7"
"8","Uad","PM","PM","0.86273","1","19","0.17014","0.083333","0.086806","7"
"8","Uad","PM","PM","0.86591","1","20","0.17014","0.16667","0.0034722","7"
"8","Uad","PM","PM","0.6273","1","21","0.17014","0.33333","0.16319","7"
"8","Uad","PM","PM","0.67119","1","22","0.17014","0.41667","0.24653","7"
"8","Uad","PM","PM","0.63933","1","23","0.17014","0.41667","0.24653","7"
"8","Uad","PM","PM","0.74411","1","24","0.17014","0.16667","0.33681","7"
"8","Uad","PM","PM","0.92713","1","25","0.17014","0.5","0.32986","7"
"8","Uad","PM","PM","0.76578","1","26","0.17014","0.33333","0.16319","7"
"8","Uad","PM","PM","0.6123","1","27","0.17014","0.33333","0.16319","7"
"8","Uad","PM","PM","0.5842","1","28","0.17014","0.16667","0.0034722","7"
"8","Uad","PM","PM","0.85413","1","29","0.17014","0.41667","0.24653","7"
"8","Uad","PM","PM","1.5733","1","30","0.17014","0.083333","0.086806","7"
"8","Uad","PM","PM","0.70084","1","1","0.086806","0.41667","0.32986","7"
"8","Uad","PM","PM","0.66547","1","2","0.086806","0.083333","0.17014","7"
"8","Uad","PM","PM","0.48432","1","3","0.086806","0.41667","0.49653","7"
"8","Uad","PM","PM","0.61325","1","4","0.086806","0.25","0.16319","7"
"8","Uad","PM","PM","0.50516","1","5","0.086806","0.33333","0.24653","7"
"8","Uad","PM","PM","0.78738","1","6","0.086806","0.33333","0.24653","7"
"8","Uad","PM","PM","0.62497","1","7","0.086806","0.25","0.33681","7"
