"subj_idx","stim","stim_PM","stim_noPM","rt","response","trialno","TBdist","TSdist","SBdist","Helpful"
"13","Uad","PM","PM","1.3685","1","16","0.16319","0.33333","0.49653","7"
"13","Uad","PM","PM","0.84831","1","18","0.16319","0.33333","0.17014","7"
"13","Uad","PM","PM","1.1648","1","19","0.16319","0.16667","0.32986","7"
"13","Uad","PM","PM","0.82724","1","20","0.16319","0.083333","0.24653","7"
"13","Uad","PM","PM","1.7921","1","21","0.16319","0.33333","0.49653","7"
"13","Uad","PM","PM","0.88912","1","24","0.16319","0.33333","0.17014","7"
"13","Uad","PM","PM","1.4272","1","25","0.16319","0.33333","0.17014","7"
"13","Uad","PM","PM","0.75267","1","27","0.16319","0.16667","0.0034722","7"
"13","Uad","PM","PM","0.6896","1","28","0.16319","0.16667","0.0034722","7"
"13","Uad","PM","PM","0.70861","1","29","0.16319","0.16667","0.32986","7"
"13","Uad","PM","PM","0.71812","1","30","0.16319","0.25","0.086806","7"
"13","Uad","PM","PM","0.63929","1","1","0.17014","0.41667","0.24653","7"
"13","Uad","PM","PM","0.53208","0","2","0.17014","0.5","0.32986","7"
"13","Uad","PM","PM","0.62898","1","3","0.17014","0.33333","0.49653","7"
"13","Uad","PM","PM","0.61785","1","4","0.17014","0.5","0.32986","7"
"13","Uad","PM","PM","0.68011","1","5","0.17014","0.41667","0.24653","7"
"13","Uad","PM","PM","0.96186","1","6","0.17014","0.16667","0.33681","7"
"13","Uad","PM","PM","1.3132","1","7","0.17014","0.33333","0.49653","7"
"13","Uad","PM","PM","1.2734","1","8","0.17014","0.083333","0.086806","7"
"13","Uad","PM","PM","0.76756","1","10","0.17014","0.16667","0.33681","7"
"13","Uad","PM","PM","0.69633","1","11","0.17014","0.16667","0.0034722","7"
"13","Uad","PM","PM","0.97143","1","13","0.17014","0.16667","0.0034722","7"
"13","Uad","PM","PM","0.66503","1","14","0.17014","0.41667","0.24653","7"
"13","Uad","PM","PM","1.0426","1","16","0.17014","0.16667","0.0034722","7"
"13","Uad","PM","PM","0.93251","1","17","0.17014","0.083333","0.086806","7"
"13","Uad","PM","PM","0.9402","0","18","0.17014","0.33333","0.16319","7"
"13","Uad","PM","PM","0.78214","1","19","0.17014","0.083333","0.086806","7"
"13","Uad","PM","PM","0.61446","1","20","0.17014","0.16667","0.0034722","7"
"13","Uad","PM","PM","0.7406","1","22","0.17014","0.16667","0.33681","7"
"13","Uad","PM","PM","0.72604","1","23","0.17014","0.33333","0.49653","7"
"13","Uad","PM","PM","0.71106","1","24","0.17014","0.41667","0.24653","7"
"13","Uad","PM","PM","0.56872","1","25","0.17014","0.16667","0.33681","7"
"13","Uad","PM","PM","0.87889","1","26","0.17014","0.33333","0.49653","7"
"13","Uad","PM","PM","0.76304","1","27","0.17014","0.33333","0.16319","7"
"13","Uad","PM","PM","0.64966","1","28","0.17014","0.083333","0.086806","7"
"13","Uad","PM","PM","1.0692","1","29","0.17014","0.33333","0.16319","7"
"13","Con","noPM","noPM","0.76718","1","1","0","0","0.0034722","7"
"13","Con","noPM","noPM","0.86995","1","2","0","0","0.32986","7"
"13","Con","noPM","noPM","0.91216","0","3","0","0","0.24653","7"
"13","Con","noPM","noPM","0.87165","1","4","0","0","0.24653","7"
"13","Con","noPM","noPM","0.65784","1","5","0","0","0.49653","7"
"13","Con","noPM","noPM","0.70138","1","6","0","0","0.33681","7"
"13","Con","noPM","noPM","0.72715","1","7","0","0","0.086806","7"
"13","Con","noPM","noPM","0.66397","1","8","0","0","0.49653","7"
"13","Con","noPM","noPM","0.9624","1","9","0","0","0.17014","7"
"13","Con","noPM","noPM","1.0728","1","10","0","0","0.32986","7"
"13","Con","noPM","noPM","0.9217","0","11","0","0","0.17014","7"
"13","Con","noPM","noPM","1.1751","1","12","0","0","0.33681","7"
"13","Con","noPM","noPM","1.6211","1","13","0","0","0.32986","7"
"13","Con","noPM","noPM","1.1357","0","14","0","0","0.16319","7"
"13","Con","noPM","noPM","0.98314","1","15","0","0","0.49653","7"
"13","Con","noPM","noPM","0.91612","1","16","0","0","0.086806","7"
"13","Con","noPM","noPM","0.71547","1","17","0","0","0.49653","7"
"13","Con","noPM","noPM","1.3959","1","18","0","0","0.24653","7"
"13","Con","noPM","noPM","1.7119","1","19","0","0","0.16319","7"
"13","Con","noPM","noPM","1.7123","1","20","0","0","0.32986","7"
"13","Con","noPM","noPM","0.87342","1","21","0","0","0.16319","7"
"13","Con","noPM","noPM","1.4357","1","22","0","0","0.17014","7"
"13","Con","noPM","noPM","1.0149","1","23","0","0","0.16319","7"
"13","Con","noPM","noPM","1.1178","0","24","0","0","0.17014","7"
"13","Con","noPM","noPM","1.4571","1","27","0","0","0.086806","7"
"13","Con","noPM","noPM","0.78077","1","28","0","0","0.0034722","7"
"13","Con","noPM","noPM","0.70652","1","29","0","0","0.0034722","7"
"13","Con","noPM","noPM","0.9726","1","30","0","0","0.086806","7"
"13","Con","noPM","noPM","1.4058","1","1","0","0","0.16319","7"
"13","Con","noPM","noPM","0.87379","1","2","0","0","0.32986","7"
"13","Con","noPM","noPM","0.81261","1","3","0","0","0.49653","7"
"13","Con","noPM","noPM","0.74641","1","4","0","0","0.49653","7"
"13","Con","noPM","noPM","0.91487","1","5","0","0","0.33681","7"
"13","Con","noPM","noPM","1.0526","1","6","0","0","0.16319","7"
"13","Con","noPM","noPM","0.91339","1","7","0","0","0.0034722","7"
"13","Con","noPM","noPM","0.79547","1","8","0","0","0.17014","7"
"13","Con","noPM","noPM","1.489","1","9","0","0","0.49653","7"
"13","Con","noPM","noPM","1.1536","1","10","0","0","0.32986","7"
"13","Con","noPM","noPM","0.79299","1","11","0","0","0.24653","7"
"13","Con","noPM","noPM","1.4153","1","12","0","0","0.33681","7"
"13","Con","noPM","noPM","1.156","1","13","0","0","0.0034722","7"
"13","Con","noPM","noPM","0.84348","1","14","0","0","0.086806","7"
"13","Con","noPM","noPM","1.2475","1","15","0","0","0.33681","7"
"13","Con","noPM","noPM","0.95624","1","16","0","0","0.33681","7"
"13","Con","noPM","noPM","1.6038","1","17","0","0","0.086806","7"
"13","Con","noPM","noPM","1.7526","0","18","0","0","0.32986","7"
"13","Con","noPM","noPM","1.0236","1","19","0","0","0.17014","7"
"13","Con","noPM","noPM","0.90695","0","20","0","0","0.0034722","7"
"13","Con","noPM","noPM","1.3573","1","21","0","0","0.24653","7"
"13","Con","noPM","noPM","1.0752","1","22","0","0","0.17014","7"
"13","Con","noPM","noPM","0.89339","1","23","0","0","0.086806","7"
"13","Con","noPM","noPM","0.959","1","24","0","0","0.0034722","7"
"13","Con","noPM","noPM","1.023","1","25","0","0","0.24653","7"
"13","Con","noPM","noPM","0.71651","1","26","0","0","0.24653","7"
"13","Con","noPM","noPM","0.92599","1","27","0","0","0.16319","7"
"13","Con","noPM","noPM","0.85553","1","28","0","0","0.086806","7"
"13","Con","noPM","noPM","0.9076","0","29","0","0","0.16319","7"
"13","Con","noPM","noPM","0.9175","1","30","0","0","0.17014","7"
"13","Con","noPM","noPM","0.95916","1","1","0","0","0.16319","7"
"13","Con","noPM","noPM","1.0455","1","2","0","0","0.17014","7"
"13","Con","noPM","noPM","0.77707","1","3","0","0","0.16319","7"
"13","Con","noPM","noPM","0.92832","1","4","0","0","0.0034722","7"
"13","Con","noPM","noPM","0.74521","1","5","0","0","0.17014","7"
"13","Con","noPM","noPM","1.3701","1","6","0","0","0.32986","7"
"13","Con","noPM","noPM","0.73013","1","7","0","0","0.32986","7"
"13","Con","noPM","noPM","0.61163","0","8","0","0","0.0034722","7"
"13","Con","noPM","noPM","0.68996","1","9","0","0","0.33681","7"
"13","Con","noPM","noPM","0.92501","1","10","0","0","0.49653","7"
"13","Con","noPM","noPM","1.0136","1","11","0","0","0.0034722","7"
"13","Con","noPM","noPM","1.6267","1","12","0","0","0.24653","7"
"13","Con","noPM","noPM","0.7279","1","13","0","0","0.17014","7"
"13","Con","noPM","noPM","1.0494","1","14","0","0","0.24653","7"
"13","Con","noPM","noPM","0.78139","1","15","0","0","0.24653","7"
"13","Con","noPM","noPM","1.1664","1","16","0","0","0.49653","7"
"13","Con","noPM","noPM","0.89565","1","17","0","0","0.086806","7"
"13","Con","noPM","noPM","0.89804","1","18","0","0","0.33681","7"
"13","Con","noPM","noPM","1.3094","1","19","0","0","0.49653","7"
"13","Con","noPM","noPM","0.74208","1","20","0","0","0.17014","7"
"13","Con","noPM","noPM","0.75773","0","21","0","0","0.16319","7"
"13","Con","noPM","noPM","1.302","1","22","0","0","0.49653","7"
"13","Con","noPM","noPM","1.5827","0","23","0","0","0.32986","7"
"13","Con","noPM","noPM","0.7837","1","25","0","0","0.24653","7"
"13","Con","noPM","noPM","0.71819","1","26","0","0","0.33681","7"
"13","Con","noPM","noPM","0.65547","1","27","0","0","0.16319","7"
"13","Con","noPM","noPM","0.65167","1","28","0","0","0.33681","7"
"13","Con","noPM","noPM","0.83118","0","29","0","0","0.0034722","7"
"13","Con","noPM","noPM","1.1386","1","1","0","0","0.086806","7"
"13","Con","noPM","noPM","0.95497","1","2","0","0","0.0034722","7"
"13","Con","noPM","noPM","0.71413","1","3","0","0","0.32986","7"
"13","Con","noPM","noPM","0.73045","1","4","0","0","0.49653","7"
"13","Con","noPM","noPM","0.77057","1","5","0","0","0.49653","7"
"13","Con","noPM","noPM","0.68081","1","6","0","0","0.32986","7"
"13","Con","noPM","noPM","0.73069","1","7","0","0","0.17014","7"
"13","Con","noPM","noPM","1.3955","1","8","0","0","0.32986","7"
"13","Con","noPM","noPM","0.76155","1","9","0","0","0.33681","7"
"13","Con","noPM","noPM","0.87225","1","10","0","0","0.086806","7"
"13","Con","noPM","noPM","0.81898","1","11","0","0","0.33681","7"
"13","Con","noPM","noPM","0.92745","1","12","0","0","0.0034722","7"
"13","Con","noPM","noPM","1.3127","1","13","0","0","0.16319","7"
"13","Con","noPM","noPM","1.026","1","14","0","0","0.086806","7"
"13","Con","noPM","noPM","1.1736","1","15","0","0","0.0034722","7"
"13","Con","noPM","noPM","0.89163","1","16","0","0","0.33681","7"
"13","Con","noPM","noPM","1.0524","1","17","0","0","0.16319","7"
"13","Con","noPM","noPM","1.0006","1","18","0","0","0.49653","7"
"13","Con","noPM","noPM","0.77446","1","19","0","0","0.24653","7"
"13","Con","noPM","noPM","0.82916","1","20","0","0","0.17014","7"
"13","Con","noPM","noPM","1.0669","0","21","0","0","0.24653","7"
"13","Con","noPM","noPM","0.77983","1","22","0","0","0.24653","7"
"13","Con","noPM","noPM","0.80357","1","23","0","0","0.17014","7"
"13","Con","noPM","noPM","0.86476","0","24","0","0","0.16319","7"
"13","Con","noPM","noPM","1.2437","1","25","0","0","0.49653","7"
"13","Con","noPM","noPM","0.67038","1","26","0","0","0.33681","7"
"13","Con","noPM","noPM","0.63449","1","27","0","0","0.17014","7"
"13","Con","noPM","noPM","0.87142","0","28","0","0","0.16319","7"
"13","Con","noPM","noPM","0.70871","1","29","0","0","0.32986","7"
"13","Con","noPM","noPM","1.8141","1","30","0","0","0.086806","7"
"13","Con","noPM","noPM","0.7824","1","1","0","0","0.49653","7"
"13","Con","noPM","noPM","0.62791","1","2","0","0","0.16319","7"
"13","Con","noPM","noPM","0.70426","1","3","0","0","0.0034722","7"
"13","Con","noPM","noPM","0.58657","1","4","0","0","0.33681","7"
"13","Con","noPM","noPM","0.90347","1","5","0","0","0.49653","7"
"13","Con","noPM","noPM","0.68021","1","6","0","0","0.32986","7"
"13","Con","noPM","noPM","0.69776","1","7","0","0","0.17014","7"
"13","Con","noPM","noPM","0.97255","1","8","0","0","0.33681","7"
"13","Con","noPM","noPM","0.73797","1","9","0","0","0.32986","7"
"13","Con","noPM","noPM","0.80215","0","10","0","0","0.0034722","7"
"13","Con","noPM","noPM","1.1105","1","11","0","0","0.33681","7"
"13","Con","noPM","noPM","1.0944","1","12","0","0","0.086806","7"
"13","Con","noPM","noPM","1.2326","1","13","0","0","0.0034722","7"
"13","Con","noPM","noPM","1.1568","1","14","0","0","0.086806","7"
"13","Con","noPM","noPM","0.95339","1","15","0","0","0.24653","7"
"13","Con","noPM","noPM","1.3522","1","16","0","0","0.17014","7"
"13","Con","noPM","noPM","0.83217","1","17","0","0","0.33681","7"
"13","Con","noPM","noPM","1.2051","1","18","0","0","0.49653","7"
"13","Con","noPM","noPM","0.82828","1","19","0","0","0.0034722","7"
"13","Con","noPM","noPM","0.96399","1","20","0","0","0.16319","7"
"13","Con","noPM","noPM","0.65133","1","21","0","0","0.17014","7"
"13","Con","noPM","noPM","0.64695","1","22","0","0","0.49653","7"
"13","Con","noPM","noPM","0.65925","1","23","0","0","0.17014","7"
"13","Con","noPM","noPM","1.0142","1","24","0","0","0.086806","7"
"13","Con","noPM","noPM","0.91616","1","25","0","0","0.24653","7"
"13","Con","noPM","noPM","1.5564","1","26","0","0","0.24653","7"
"13","Con","noPM","noPM","1.0836","1","27","0","0","0.32986","7"
"13","Con","noPM","noPM","0.79802","1","28","0","0","0.086806","7"
"13","Con","noPM","noPM","1.0282","1","29","0","0","0.24653","7"
"13","Con","noPM","noPM","0.84082","1","30","0","0","0.32986","7"
"13","Con","noPM","noPM","1.1518","1","1","0","0","0.17014","7"
"13","Con","noPM","noPM","0.63754","1","2","0","0","0.49653","7"
"13","Con","noPM","noPM","0.61806","1","3","0","0","0.32986","7"
"13","Con","noPM","noPM","0.83118","1","4","0","0","0.33681","7"
"13","Con","noPM","noPM","1.6425","0","5","0","0","0.32986","7"
"13","Con","noPM","noPM","1.6941","1","6","0","0","0.24653","7"
"13","Con","noPM","noPM","0.71055","0","7","0","0","0.086806","7"
"13","Con","noPM","noPM","0.82467","1","8","0","0","0.0034722","7"
"13","Con","noPM","noPM","0.95089","1","9","0","0","0.16319","7"
"13","Con","noPM","noPM","0.5906","0","10","0","0","0.32986","7"
"13","Con","noPM","noPM","0.98073","1","11","0","0","0.16319","7"
"13","Con","noPM","noPM","1.2927","1","12","0","0","0.0034722","7"
"13","Con","noPM","noPM","0.87942","1","13","0","0","0.17014","7"
"13","Con","noPM","noPM","0.99496","1","14","0","0","0.0034722","7"
"13","Con","noPM","noPM","1.0505","0","15","0","0","0.17014","7"
"13","Con","noPM","noPM","0.69514","1","16","0","0","0.32986","7"
"13","Con","noPM","noPM","0.81079","1","17","0","0","0.16319","7"
"13","Con","noPM","noPM","0.70566","1","18","0","0","0.086806","7"
"13","Con","noPM","noPM","1.1845","0","19","0","0","0.49653","7"
"13","Con","noPM","noPM","1.0702","0","20","0","0","0.49653","7"
"13","Con","noPM","noPM","1.1692","1","21","0","0","0.49653","7"
"13","Con","noPM","noPM","0.90473","1","22","0","0","0.24653","7"
"13","Con","noPM","noPM","0.78456","1","23","0","0","0.086806","7"
"13","Con","noPM","noPM","0.79191","1","24","0","0","0.24653","7"
"13","Con","noPM","noPM","0.71796","1","25","0","0","0.33681","7"
"13","Con","noPM","noPM","1.5516","1","26","0","0","0.086806","7"
"13","Con","noPM","noPM","0.81475","1","27","0","0","0.33681","7"
"13","Con","noPM","noPM","0.94038","1","28","0","0","0.24653","7"
"13","Con","noPM","noPM","0.78662","1","29","0","0","0.17014","7"
"13","Con","noPM","noPM","0.8427","1","30","0","0","0.0034722","7"
"13","Con","noPM","noPM","0.75266","1","1","0","0","0.49653","7"
"13","Con","noPM","noPM","1.007","1","2","0","0","0.0034722","7"
"13","Con","noPM","noPM","0.76447","1","3","0","0","0.0034722","7"
"13","Con","noPM","noPM","0.97063","1","4","0","0","0.32986","7"
"13","Con","noPM","noPM","0.94612","1","5","0","0","0.17014","7"
"13","Con","noPM","noPM","1.1127","1","6","0","0","0.086806","7"
"13","Con","noPM","noPM","1.6336","0","7","0","0","0.16319","7"
"13","Con","noPM","noPM","0.91669","1","8","0","0","0.17014","7"
"13","Con","noPM","noPM","1.0205","1","9","0","0","0.16319","7"
"13","Con","noPM","noPM","1.5344","1","10","0","0","0.49653","7"
"13","Con","noPM","noPM","1.6929","1","11","0","0","0.24653","7"
"13","Con","noPM","noPM","1.1664","1","12","0","0","0.33681","7"
"13","Con","noPM","noPM","0.94299","1","13","0","0","0.32986","7"
"13","Con","noPM","noPM","0.92712","1","14","0","0","0.17014","7"
"13","Con","noPM","noPM","0.91124","1","15","0","0","0.17014","7"
"13","Con","noPM","noPM","0.76808","1","16","0","0","0.33681","7"
"13","Con","noPM","noPM","0.86301","1","17","0","0","0.24653","7"
"13","Con","noPM","noPM","0.73649","0","18","0","0","0.32986","7"
"13","Con","noPM","noPM","1.3453","1","19","0","0","0.0034722","7"
"13","Con","noPM","noPM","1.05","1","20","0","0","0.49653","7"
"13","Con","noPM","noPM","0.91008","1","21","0","0","0.16319","7"
"13","Con","noPM","noPM","0.70042","1","22","0","0","0.24653","7"
"13","Con","noPM","noPM","0.61263","1","23","0","0","0.24653","7"
"13","Con","noPM","noPM","1.0561","1","24","0","0","0.33681","7"
"13","Con","noPM","noPM","0.96178","1","25","0","0","0.33681","7"
"13","Con","noPM","noPM","1.5191","1","26","0","0","0.086806","7"
"13","Con","noPM","noPM","0.67764","1","27","0","0","0.16319","7"
"13","Con","noPM","noPM","0.96851","1","28","0","0","0.49653","7"
"13","Con","noPM","noPM","0.80125","1","1","0","0","0.086806","7"
"13","Con","noPM","noPM","0.77428","1","2","0","0","0.086806","7"
"13","Con","noPM","noPM","0.63043","1","3","0","0","0.0034722","7"
"13","Con","noPM","noPM","0.61889","1","4","0","0","0.24653","7"
"13","Con","noPM","noPM","0.74509","1","5","0","0","0.24653","7"
"13","Con","noPM","noPM","0.84855","1","6","0","0","0.16319","7"
"13","Con","noPM","noPM","1.282","1","7","0","0","0.33681","7"
"13","Con","noPM","noPM","0.69062","1","8","0","0","0.24653","7"
"13","Con","noPM","noPM","1.269","1","9","0","0","0.49653","7"
"13","Con","noPM","noPM","1.159","1","10","0","0","0.0034722","7"
"13","Con","noPM","noPM","0.76636","1","11","0","0","0.24653","7"
"13","Con","noPM","noPM","1.0125","1","12","0","0","0.33681","7"
"13","Con","noPM","noPM","0.90547","0","13","0","0","0.16319","7"
"13","Con","noPM","noPM","0.97081","0","14","0","0","0.17014","7"
"13","Con","noPM","noPM","1.1052","1","15","0","0","0.16319","7"
"13","Con","noPM","noPM","0.85111","1","16","0","0","0.086806","7"
"13","Con","noPM","noPM","0.86305","1","17","0","0","0.17014","7"
"13","Con","noPM","noPM","0.86479","1","18","0","0","0.32986","7"
"13","Con","noPM","noPM","0.99632","0","19","0","0","0.0034722","7"
"13","Con","noPM","noPM","0.89054","0","20","0","0","0.33681","7"
"13","Con","noPM","noPM","1.6598","1","21","0","0","0.32986","7"
"13","Con","noPM","noPM","1.1963","1","22","0","0","0.17014","7"
"13","Con","noPM","noPM","1.3228","0","23","0","0","0.49653","7"
"13","Con","noPM","noPM","1.3877","1","24","0","0","0.49653","7"
"13","Con","noPM","noPM","0.7225","1","25","0","0","0.16319","7"
"13","Con","noPM","noPM","0.6583","1","26","0","0","0.32986","7"
"13","Con","noPM","noPM","1.0776","1","27","0","0","0.33681","7"
"13","Con","noPM","noPM","0.65714","0","28","0","0","0.32986","7"
"13","Con","noPM","noPM","0.67743","1","29","0","0","0.17014","7"
"13","Con","noPM","noPM","0.94814","1","1","0","0","0.17014","7"
"13","Con","noPM","noPM","1.7538","1","2","0","0","0.0034722","7"
"13","Con","noPM","noPM","1.5135","1","3","0","0","0.16319","7"
"13","Con","noPM","noPM","0.93021","1","4","0","0","0.24653","7"
"13","Con","noPM","noPM","0.77121","0","5","0","0","0.17014","7"
"13","Con","noPM","noPM","0.94702","1","6","0","0","0.0034722","7"
"13","Con","noPM","noPM","1.1588","1","7","0","0","0.16319","7"
"13","Con","noPM","noPM","1.7482","0","8","0","0","0.0034722","7"
"13","Con","noPM","noPM","1.1831","1","10","0","0","0.24653","7"
"13","Con","noPM","noPM","1.5348","1","11","0","0","0.49653","7"
"13","Con","noPM","noPM","0.69847","1","13","0","0","0.49653","7"
"13","Con","noPM","noPM","0.88527","1","14","0","0","0.086806","7"
"13","Con","noPM","noPM","1.1675","0","15","0","0","0.33681","7"
"13","Con","noPM","noPM","1.6021","1","16","0","0","0.16319","7"
"13","Con","noPM","noPM","0.91952","1","17","0","0","0.16319","7"
"13","Con","noPM","noPM","0.89469","1","18","0","0","0.49653","7"
"13","Con","noPM","noPM","0.69735","1","19","0","0","0.24653","7"
"13","Con","noPM","noPM","0.71663","0","20","0","0","0.24653","7"
"13","Con","noPM","noPM","0.74145","1","22","0","0","0.32986","7"
"13","Con","noPM","noPM","0.85435","0","23","0","0","0.33681","7"
"13","Con","noPM","noPM","0.70728","1","24","0","0","0.086806","7"
"13","Con","noPM","noPM","0.69348","1","25","0","0","0.33681","7"
"13","Con","noPM","noPM","1.0497","0","26","0","0","0.32986","7"
"13","Con","noPM","noPM","0.662","1","27","0","0","0.33681","7"
"13","Con","noPM","noPM","0.77866","1","28","0","0","0.17014","7"
"13","Con","noPM","noPM","0.91323","1","29","0","0","0.0034722","7"
"13","Con","noPM","noPM","1.3544","0","30","0","0","0.32986","7"
"13","Con","noPM","noPM","0.67873","1","1","0","0","0.0034722","7"
"13","Con","noPM","noPM","0.56059","0","2","0","0","0.0034722","7"
"13","Con","noPM","noPM","0.56904","0","3","0","0","0.49653","7"
"13","Con","noPM","noPM","0.64928","1","4","0","0","0.17014","7"
"13","Con","noPM","noPM","0.90764","1","5","0","0","0.24653","7"
"13","Con","noPM","noPM","0.67057","1","6","0","0","0.16319","7"
"13","Con","noPM","noPM","0.65119","1","7","0","0","0.0034722","7"
"13","Con","noPM","noPM","0.7043","1","8","0","0","0.17014","7"
"13","Con","noPM","noPM","0.56935","1","9","0","0","0.32986","7"
"13","Con","noPM","noPM","0.68208","1","10","0","0","0.24653","7"
"13","Con","noPM","noPM","1.0997","1","11","0","0","0.086806","7"
"13","Con","noPM","noPM","0.72655","1","12","0","0","0.0034722","7"
"13","Con","noPM","noPM","0.69331","0","13","0","0","0.32986","7"
"13","Con","noPM","noPM","0.64229","1","14","0","0","0.16319","7"
"13","Con","noPM","noPM","0.5987","1","15","0","0","0.32986","7"
"13","Con","noPM","noPM","0.59724","1","16","0","0","0.49653","7"
"13","Con","noPM","noPM","0.66181","1","17","0","0","0.086806","7"
"13","Con","noPM","noPM","0.76166","1","18","0","0","0.32986","7"
"13","Con","noPM","noPM","0.68166","1","19","0","0","0.49653","7"
"13","Con","noPM","noPM","0.7358","1","20","0","0","0.17014","7"
"13","Con","noPM","noPM","0.93926","1","21","0","0","0.086806","7"
"13","Con","noPM","noPM","0.74862","0","22","0","0","0.49653","7"
"13","Con","noPM","noPM","0.72035","1","23","0","0","0.086806","7"
"13","Con","noPM","noPM","0.87328","0","24","0","0","0.33681","7"
"13","Con","noPM","noPM","0.69263","1","25","0","0","0.24653","7"
"13","Con","noPM","noPM","0.62453","1","26","0","0","0.16319","7"
"13","Con","noPM","noPM","0.60611","1","27","0","0","0.24653","7"
"13","Con","noPM","noPM","0.94879","1","28","0","0","0.17014","7"
"13","Con","noPM","noPM","0.66904","1","29","0","0","0.16319","7"
"13","Con","noPM","noPM","0.68","1","30","0","0","0.33681","7"
"13","Con","noPM","noPM","0.74241","1","1","0","0","0.16319","7"
"13","Con","noPM","noPM","0.7262","1","2","0","0","0.33681","7"
"13","Con","noPM","noPM","0.6692","1","3","0","0","0.16319","7"
"13","Con","noPM","noPM","0.85856","1","5","0","0","0.33681","7"
"13","Con","noPM","noPM","0.85455","0","6","0","0","0.49653","7"
"13","Con","noPM","noPM","0.66626","1","7","0","0","0.16319","7"
"13","Con","noPM","noPM","1.6298","1","8","0","0","0.086806","7"
"13","Con","noPM","noPM","0.59372","1","9","0","0","0.24653","7"
"13","Con","noPM","noPM","1.0872","1","10","0","0","0.16319","7"
"13","Con","noPM","noPM","0.79125","0","11","0","0","0.32986","7"
"13","Con","noPM","noPM","0.63005","1","12","0","0","0.24653","7"
"13","Con","noPM","noPM","0.75642","1","13","0","0","0.0034722","7"
"13","Con","noPM","noPM","0.76952","1","14","0","0","0.32986","7"
"13","Con","noPM","noPM","1.0175","1","15","0","0","0.49653","7"
"13","Con","noPM","noPM","0.63752","1","16","0","0","0.33681","7"
"13","Con","noPM","noPM","1.082","1","17","0","0","0.0034722","7"
"13","Con","noPM","noPM","0.72458","1","18","0","0","0.49653","7"
"13","Con","noPM","noPM","0.62216","1","19","0","0","0.086806","7"
"13","Con","noPM","noPM","0.73039","1","20","0","0","0.49653","7"
"13","Con","noPM","noPM","0.68217","1","21","0","0","0.32986","7"
"13","Con","noPM","noPM","1.0221","1","22","0","0","0.17014","7"
"13","Con","noPM","noPM","1.027","1","23","0","0","0.17014","7"
"13","Con","noPM","noPM","0.63375","1","24","0","0","0.0034722","7"
"13","Con","noPM","noPM","0.67817","1","25","0","0","0.24653","7"
"13","Con","noPM","noPM","0.68241","1","26","0","0","0.24653","7"
"13","Con","noPM","noPM","0.83801","0","27","0","0","0.0034722","7"
"13","Con","noPM","noPM","0.72161","1","28","0","0","0.32986","7"
"13","Con","noPM","noPM","1.451","1","29","0","0","0.17014","7"
"13","Con","noPM","noPM","0.91957","1","30","0","0","0.17014","7"
"13","Con","noPM","noPM","0.93176","1","1","0","0","0.24653","7"
"13","Con","noPM","noPM","0.97312","1","2","0","0","0.24653","7"
"13","Con","noPM","noPM","1.6346","1","3","0","0","0.33681","7"
"13","Con","noPM","noPM","0.68594","1","4","0","0","0.086806","7"
"13","Con","noPM","noPM","0.69648","1","5","0","0","0.49653","7"
"13","Con","noPM","noPM","1.1311","1","6","0","0","0.32986","7"
"13","Con","noPM","noPM","0.76246","1","7","0","0","0.16319","7"
"13","Con","noPM","noPM","0.63282","1","8","0","0","0.33681","7"
"13","Con","noPM","noPM","0.57354","1","9","0","0","0.24653","7"
"13","Con","noPM","noPM","1.4525","1","10","0","0","0.33681","7"
"13","Con","noPM","noPM","0.67993","1","11","0","0","0.17014","7"
"13","Con","noPM","noPM","0.60255","1","12","0","0","0.0034722","7"
"13","Con","noPM","noPM","0.68107","1","13","0","0","0.086806","7"
"13","Con","noPM","noPM","0.83664","1","14","0","0","0.17014","7"
"13","Con","noPM","noPM","0.75356","1","15","0","0","0.49653","7"
"13","Con","noPM","noPM","0.71326","1","16","0","0","0.086806","7"
"13","Con","noPM","noPM","0.64994","1","17","0","0","0.32986","7"
"13","Con","noPM","noPM","0.70152","1","18","0","0","0.49653","7"
"13","Con","noPM","noPM","0.61502","1","19","0","0","0.0034722","7"
"13","Con","noPM","noPM","0.57266","1","20","0","0","0.49653","7"
"13","Con","noPM","noPM","0.74767","1","21","0","0","0.16319","7"
"13","Con","noPM","noPM","0.80445","1","22","0","0","0.24653","7"
"13","Con","noPM","noPM","0.82661","1","23","0","0","0.0034722","7"
"13","Con","noPM","noPM","0.70356","1","24","0","0","0.16319","7"
"13","Con","noPM","noPM","1.2332","1","25","0","0","0.32986","7"
"13","Con","noPM","noPM","0.89489","1","26","0","0","0.32986","7"
"13","Con","noPM","noPM","0.67331","1","27","0","0","0.17014","7"
"13","Con","noPM","noPM","0.97248","1","28","0","0","0.17014","7"
"13","Con","noPM","noPM","0.64311","1","29","0","0","0.086806","7"
"13","Con","noPM","noPM","0.7513","1","30","0","0","0.33681","7"
"13","Con","noPM","noPM","1.1045","1","1","0","0","0.086806","7"
"13","Con","noPM","noPM","0.62587","1","2","0","0","0.24653","7"
"13","Con","noPM","noPM","1.9344","1","3","0","0","0.49653","7"
"13","Con","noPM","noPM","0.6312","1","4","0","0","0.24653","7"
"13","Con","noPM","noPM","0.83571","1","5","0","0","0.16319","7"
"13","Con","noPM","noPM","0.86365","0","6","0","0","0.33681","7"
"13","Con","noPM","noPM","0.8658","1","7","0","0","0.33681","7"
