,a(Con),a(Rem),a(Uad),a_std,v(Con),v(Rem),v(Uad),v_std,t(Con),t(Rem),t(Uad),t_std
0,1.160340324978259,1.3361789624073823,1.3107024201902966,0.1890043069386443,1.9339306167385255,1.782764694048433,1.8179027924995934,0.6117430315669065,0.4345364589614697,0.4458897112086556,0.45773253143723797,0.05526258612075945
1,1.1347416176408172,1.3449634605430354,1.3097380671744276,0.1934082414804344,1.9370149173745428,1.8086949626249589,1.8253063420026512,0.6573403845283238,0.432438197388663,0.4537252887857406,0.45763899477970965,0.0501459145971455
2,1.2554770522267078,1.265782950655821,1.3452892895170603,0.19051104560559273,1.8997745484165112,1.669801915410299,1.903663650558064,0.7087641434333537,0.433191383193825,0.46650032556128646,0.4536014421239402,0.05072503787698357
3,1.1742085934348,1.2649865316118272,1.3465147266729782,0.19166050275930302,1.9531687327353857,1.7600614108501167,1.4644566735652398,0.7245213886748012,0.4241222799254875,0.44331851712699427,0.4488209923176054,0.04360588014933999
4,1.1974253808155026,1.2902096936140055,1.3655445410888403,0.20767414891981056,1.9111078609224326,1.766427409345518,1.7504761486284297,0.7209697256973524,0.436003248332801,0.45242291586858985,0.44610289033554107,0.0507540638547452
5,1.1543488122201566,1.2947051013975936,1.2874070251245844,0.18033190396426904,1.9346036665822275,1.8161782939160829,1.952460528992803,0.6837655981720255,0.43155092210676926,0.43483660719730266,0.4430271393233399,0.04276835159857725
6,1.2170472437326678,1.2629472600879545,1.30441599635938,0.19672996919554775,2.044650904699206,1.864861010452845,2.012491666399814,0.6177022027018866,0.42203444284602415,0.4461498039864606,0.4432453420337289,0.047800220974411334
7,1.1607401475760135,1.2698597615543097,1.2854425462690457,0.177998388455225,1.925083845921671,1.6539266727528847,1.7820027046964189,0.6227128919840564,0.42175630288087224,0.43975431392622116,0.44317398402825964,0.049735223212030145
8,1.171837404161561,1.2997709052516222,1.2935485902488169,0.2146301895891869,1.8425465532482392,1.638835486882486,1.5500204856511453,0.6315226135046734,0.43030066361573877,0.458994414330675,0.44929379542083586,0.04566405718552679
9,1.2114730999639194,1.277591808622323,1.3043005211148233,0.16735014670881826,2.0198615408368807,1.744300583305389,1.6940604372744363,0.677862870262083,0.43300201257698706,0.44812399378715534,0.43479385329054415,0.045593027412210746
10,1.167596064094728,1.2528500236316538,1.3024520393719872,0.19505332435930434,1.9361669768328704,1.9761892929405742,1.7537177597455775,0.6531566647073995,0.43603865203384073,0.4455777347865003,0.4445752281086756,0.04768955164016224
11,1.2037771188926847,1.260793078160166,1.3300958573106194,0.18458977633731002,1.8828091033338565,1.8714073354136238,1.7435398385829506,0.6333002891293226,0.42183477562963567,0.4469697211240014,0.45043566316347294,0.04461846720872496
12,1.1753325406573,1.2960032436605948,1.3094863401668995,0.21500284749436846,2.0374573236319797,1.849248690918099,1.7453495041500189,0.6994232267815055,0.4323346427371012,0.46144712215880396,0.4467719286204503,0.046923414828900126
13,1.1812957078988078,1.291615917373976,1.320340647706165,0.18052840496301342,2.014387226259446,2.103851952747107,1.6234684750494275,0.7191539455945088,0.42899516858030434,0.4486277714988306,0.44261578543770547,0.04636382113162313
14,1.1606369079368617,1.2761603526986023,1.3103193275566904,0.16958076775089748,2.0860098024788813,1.8220377869142057,1.8749932132778606,0.6243432772954423,0.432166394400954,0.455186878185403,0.4434219121892672,0.04420111098986079
15,1.1257743559459705,1.2400757240395668,1.334124742304852,0.17634353170209877,1.8991927618428324,1.8551164706311674,1.787438547127106,0.6505633396096706,0.43100830370796306,0.4427884048126471,0.44434335537712494,0.049828259584949186
16,1.1970638990949962,1.3037911794117882,1.2960619796479171,0.18756278108023117,2.0470034908347925,1.8175428568960998,1.8214685573514877,0.5979895331899067,0.4305996705317576,0.4375973559224183,0.449392480473764,0.04801114563075282
17,1.1454639213495992,1.260758232252204,1.262986666338538,0.18619468010085669,2.0362780779428835,1.8084753192638294,1.6450167000246618,0.6342214887095818,0.4310335796005636,0.45125803258599245,0.4482467628225044,0.04767679403465967
18,1.1655446880902531,1.2772579330799614,1.234582940564676,0.1836946755138471,1.934671001379928,1.843701021718666,1.8543987688515964,0.644769022025157,0.43739779191363215,0.449838798288374,0.45366236812239913,0.048554585851182636
19,1.2203000914431077,1.3238197572882462,1.282878990009634,0.1991050855650091,1.9291997466996835,1.7513571967673238,1.7687214923016985,0.5801816211628148,0.42836291090256023,0.4432832373966692,0.44505121583006096,0.04872653539343965
20,1.19679572820148,1.3394072293547084,1.3212731555815433,0.2028227661692259,1.9520092036417955,1.71258446026846,1.7667912318840733,0.6783515355303447,0.4237073687969177,0.4558105772137036,0.4296349921498245,0.04472279010269048
21,1.1625778429953209,1.3533786352364772,1.3277432178469475,0.1737275671237955,1.9091245709009077,1.7982487195427317,1.7260021563528278,0.6585814332403958,0.42825204715362497,0.45063481107401165,0.4323454344869314,0.050024365681301725
22,1.2425485524851434,1.327102264072141,1.357779626275688,0.2142518384265614,2.1684060331212742,1.8583511985161514,1.7516719336439501,0.6238095850271739,0.432123573915542,0.4530901539080166,0.4355087495062489,0.0532835246651087
23,1.1718541390450592,1.327229621201525,1.2690682987817394,0.2055264748323666,2.005934861963296,1.9066142424280788,1.6162566750157206,0.7237659003036213,0.4222398366434002,0.45346053137097925,0.45868007124389026,0.047449795140075815
24,1.1634422587080555,1.2233135874798444,1.3681703275551276,0.1936494944631027,1.944927165304151,1.8045097992586672,1.7579626521738905,0.6473117334021599,0.42451939498255564,0.4510782823859787,0.42875845480982827,0.0514241793814667
25,1.1896945580520732,1.2422392014111976,1.32569303799979,0.17326475094483482,1.9354388528182522,1.7672956161118996,1.8053002232707018,0.773478574777352,0.42950920867446807,0.4542987664456289,0.44376964491025245,0.04546682013136993
26,1.1683662201654776,1.2381474153750778,1.3153980160825605,0.17204929306320926,2.052797799833808,1.5480157859702786,1.7188300300955488,0.6720602472795797,0.43217199015960056,0.4498334456167898,0.44835919714503486,0.04647512537674042
27,1.2014590877877263,1.31227287882093,1.275478210912303,0.17958620449372092,1.9478761351782539,1.7735501773743216,1.6368240302032302,0.6913368861811916,0.4323426801139766,0.4452119677027428,0.4544550791337878,0.0473465002032098
28,1.1462736493121095,1.2758917706067874,1.273170113865445,0.20988973727160484,1.9019628452283692,1.9324043042691228,1.683288775457534,0.6626700058478816,0.4292031751252142,0.4591688003329318,0.43520264477594517,0.05365241306913855
29,1.2340050224386818,1.2599618098587504,1.3112175126805587,0.19890954536593097,2.123260410755832,1.5594864692766952,1.8091069127350818,0.6537588909465266,0.429448523316065,0.4414968425676304,0.4569040708695039,0.04254135510969597
30,1.1390485383414672,1.2827015827600698,1.3041642028096874,0.19204423265213733,1.8585941130298682,1.694397279441797,1.8668338455771771,0.6089699602962397,0.41490455480437766,0.4597200581412525,0.4451865545228835,0.04676665378666321
31,1.177886431426239,1.2376964216543866,1.309665214088642,0.16639356511982967,1.9150362375249745,1.6709366398762127,1.8622303122391337,0.6508782894238814,0.43922300024744554,0.45167127559513054,0.45035560096828,0.05210568406951488
32,1.1909634392397952,1.30350962212494,1.3141482666472646,0.2080072516651062,1.7876145986159189,1.8854421557394274,1.7695077640566483,0.6110156192440158,0.4337855363689637,0.44462967140943377,0.4476284958489649,0.05263042612161466
33,1.2074182019050426,1.3040384440812216,1.312380810410999,0.1841875231020138,1.9416808843421338,2.0147935430844064,1.7365032273015537,0.5998256560747122,0.4470379839914265,0.4612689974188639,0.44992469069711444,0.046979073922711834
34,1.175199705100963,1.2928346993403592,1.2972625608443964,0.17936436208274448,2.0611760266344157,1.8716022576053601,1.9010456692125794,0.6178933196342078,0.4153222747557519,0.45676762115019043,0.4501304775444869,0.04753783139370591
35,1.1920595833726635,1.271396881939753,1.33892696614333,0.1823798311643538,2.148056586508471,1.8039802215077254,1.7193033874008696,0.5794524156694077,0.42813696235205123,0.4570013100824671,0.43864543484101404,0.047996228628971085
36,1.1757924415699792,1.302355402508864,1.3234606978090684,0.18845894650608352,1.9998703489017877,2.064310959378987,1.8730609044975763,0.7076617227306241,0.4283699563680423,0.44657054275638575,0.43426615839043686,0.049024259867348166
37,1.216697907758133,1.2671044384326362,1.3073446072194819,0.1773988761712038,1.9921282382443928,1.6062108469391783,1.761045431903476,0.6961343549863788,0.4231020016310263,0.45152701925334693,0.43251782637491304,0.050200570522670504
38,1.1982651499972878,1.3063270244602152,1.2726071052128116,0.1689773881172032,2.022462640030279,1.7048015525844762,1.8385016455768957,0.6343233958586557,0.4379943544229496,0.4483698890113027,0.43662343433335293,0.0518553862975127
39,1.242531737767432,1.3167988979108751,1.3374384951787621,0.17364485110589328,2.0131349085361245,1.6869166969460467,1.8237657590666398,0.6751180832151927,0.4440879368354232,0.4691702140694435,0.463510068915216,0.04655420395770714
40,1.17018348954269,1.2175985449315954,1.2913796813845102,0.19791311075604578,1.9059563771353598,1.8404139103563462,1.7396693883473613,0.5679836221557312,0.42848568164006495,0.4534505443779737,0.4471870194800343,0.043705496857913015
41,1.1641690206479935,1.3168534461686097,1.3091539764120046,0.17584524087032344,1.8940642626791964,1.9142493274696608,1.7804680105053323,0.5478351334599604,0.43906121618615346,0.4570545785243875,0.4418366505706337,0.04744864737975995
42,1.1763886571574753,1.320427804842102,1.302468046177805,0.19221216467075528,2.1338879687491548,1.8013724264421558,1.7219703002660125,0.5668792928355788,0.4423399840492422,0.4468278412977188,0.44200681332633734,0.04791318811411262
43,1.1650490185717521,1.2242311466423637,1.242049384128714,0.19296862935722892,1.9205533453124046,1.6825932996347863,1.6140975870507335,0.6390289399759205,0.43150177183015126,0.4493211919340534,0.45014333683852886,0.04100574456653649
44,1.2122606836069192,1.2331366082173434,1.3075448932979965,0.18402155715006693,1.909748927810391,1.828704779425075,1.8205840987909905,0.6616129087674001,0.43232836786601125,0.460929421262652,0.44828979322839624,0.04969440228306888
45,1.2322544128640678,1.336104720840209,1.2946212232016236,0.17809251089019668,2.02818146587953,1.751685995683039,1.7373976482557598,0.6692281613735122,0.43642453792523833,0.445063160081738,0.4554582030729495,0.04387520802954313
46,1.1701297031288895,1.3183894506080471,1.3143190240514695,0.18356669283973187,1.9392043705617283,1.6471869790879328,1.795952605901541,0.6132586214473581,0.42712657634970397,0.4519618317284153,0.45473956240831,0.042946938135801645
47,1.1486305148497358,1.3241300788542083,1.3319774808465321,0.1914836180349475,2.071439963007374,1.8810073908800788,1.793222864851691,0.641733008231338,0.4249280026057397,0.4439924105776279,0.4573892974537874,0.042457392739149794
48,1.1671063151786696,1.253684009787387,1.2846680234966077,0.1844805308756384,1.9684603520864765,1.8777350129881385,1.6770478857058673,0.6692693366080555,0.42258616371291025,0.4418864348815796,0.4287575100191976,0.048495177265525394
49,1.1712968001685713,1.3144063892770372,1.3179435717443169,0.18309670476676848,2.009777074731535,1.6446340595743152,1.8492074390089197,0.6478612003790511,0.42843591371461787,0.46092448352447823,0.45569651146989376,0.04882232103499825
50,1.129470280416768,1.3281955910981857,1.356140650747514,0.18986971114661122,2.103197668795161,1.78720403876273,1.683950876731072,0.6332703863635563,0.43390725494064364,0.45540990814778903,0.4438721257403625,0.04581172546950226
51,1.2106924884752235,1.2316578740525206,1.235107868748853,0.20721793470016023,1.8945132989029312,1.7436374722716044,1.8748692927803565,0.628704319141339,0.42881925365842194,0.44355454561637564,0.45751658280664276,0.04587959152979361
52,1.1612405854327499,1.2212757667254748,1.3144327790767556,0.16084381049968413,1.9693243883405964,1.8604670359230382,1.8001593652338252,0.6188693144960873,0.42468373584530755,0.44095502617876364,0.43818828819252137,0.04572407738629847
53,1.163095413039697,1.3290273240149872,1.2969084427355613,0.21510423235290918,1.962582813200296,1.8943817682395963,1.7588934577003315,0.6243740728562188,0.42233173602617136,0.45020384285828063,0.4576794308965302,0.0433891834819722
54,1.1949014875017554,1.2487030335260376,1.2532675706956387,0.1656572761987493,1.8246743441195616,1.6584776865682187,1.7625458618653485,0.6410435137406527,0.43911541347403615,0.45708674288411494,0.45542641380174964,0.053649306206589246
55,1.1315544438450054,1.2530250252087678,1.2951704027921591,0.16830376129958566,1.868214842684883,1.7225266662089784,1.7093335082506929,0.6272993910167581,0.4324577276214635,0.4394656419753494,0.4456003392616949,0.04079752941071764
56,1.2177669724445646,1.2828473514508547,1.2770666223704579,0.18180269345334704,1.931186883654258,1.686098089913151,1.8596540547461917,0.6555468369514542,0.4278958169311392,0.46236848459067814,0.4602679055881897,0.057295600815039996
57,1.2276915816963803,1.2829169245966519,1.280540308784719,0.1882874828373576,2.041994543963554,1.9089506523152422,1.7318811799097102,0.6516757436152388,0.4363250821786921,0.4562464851171392,0.44887787515526134,0.05086487954750299
58,1.143499867356651,1.2207717444003476,1.212923322882451,0.19135547438355158,2.178735089800722,1.603615622267482,1.8847688855152689,0.6772548198576618,0.43811669148927823,0.4459961019075506,0.44887896911298103,0.052275697163311596
59,1.21427350541272,1.3349789390067883,1.3482061988780152,0.18937757659277885,2.1428996587715017,1.7496093006213362,1.7664536241378113,0.6769392015064131,0.4385766457223445,0.4594963694533152,0.4520335248289407,0.0456841195754369
