,a_Intercept,a_Intercept_std,"a_C(stim, Treatment('Rem'))[T.Con]","a_C(stim, Treatment('Rem'))[T.Uad]",v_Intercept,v_Intercept_std,"v_C(stim, Treatment('Rem'))[T.Con]","v_C(stim, Treatment('Rem'))[T.Uad]",t_Intercept,t_Intercept_std,"t_C(stim, Treatment('Rem'))[T.Con]","t_C(stim, Treatment('Rem'))[T.Uad]"
0,1.292811382264835,0.21836821372638113,-0.0752358998917094,0.029168776352823715,1.8502357091087205,0.614129183938302,0.17698800799266445,-0.020440943478846896,0.4416027568982707,0.03491363697662911,-0.024842006808099983,-0.0035734479062296256
1,1.3062061139098609,0.20286314238846168,-0.07005258250138978,0.023130484854960054,1.7328516746113232,0.7090276973336486,0.21277419314795692,-0.03334958412433827,0.44705265781609466,0.03754987452148499,-0.02613892906789122,-0.0029643399308266643
2,1.2899869119628944,0.18963142051131848,-0.06725511217726768,0.02500415981377653,1.5793135365830278,0.7731741789529265,0.19954561746559335,-0.06816853117206312,0.43860669860250506,0.0468943497625757,-0.02620514276622938,-0.0036720348814425798
3,1.285848137460101,0.16320297096073696,-0.07760971923818967,0.029118437527868905,1.9257102616490016,0.5786723712272592,0.1998178227661299,-0.034292354806172036,0.44855746154649706,0.04347405284309909,-0.026232767448709653,-0.004585841020030958
4,1.2265577397905005,0.17287052127788557,-0.07860744251208154,0.019129232833787948,1.9629309912954427,0.7017474749784915,0.21885253673829624,-0.0162113475338731,0.4514818962820533,0.0553284058836445,-0.0252691092910603,-0.0039400547609663
5,1.284114175765558,0.1539918558538026,-0.0811351421508949,0.01937795842731239,1.638459771463643,0.6924755427083781,0.192066137931393,-0.0374975556031455,0.44423673110852346,0.040256712273502554,-0.02516558155237873,-0.0038892689724816633
6,1.234123773781728,0.1879806060871759,-0.08365721768250858,0.017700691634122145,2.1982149471920125,0.7947425410029381,0.1789408798545731,-0.07271066080121195,0.45750313907668505,0.045190340364492876,-0.02505390735964469,-0.0038176493463020606
7,1.2601373187607359,0.1748650215569485,-0.08745452185709947,0.009146506508750592,1.7689144121465108,0.5541619047716102,0.14804253128488082,-0.0755990324661095,0.4344814894987768,0.04771483263740128,-0.0258898042424963,-0.003563001384844458
8,1.267381533981358,0.15913838301561933,-0.07959649494568385,0.020248415961947767,1.997773518428896,0.6221379938879068,0.14979231347043062,-0.07985536753551617,0.4513559871257979,0.03903313391432778,-0.025845396372259147,-0.0016444324481906698
9,1.2888240738871386,0.21211599023770025,-0.08279085812434459,0.00579708277566217,1.6329162511587132,0.716180828985382,0.14304417719624862,-0.10912068985662686,0.4466560989436943,0.03588233641228107,-0.02678280279943697,-0.0033598698475831705
10,1.2694271728518165,0.17016745813894196,-0.07966519515165815,0.008663006635300287,1.7944196458552666,0.7004506613171242,0.14786862718108457,-0.08472118270958288,0.44830279641132464,0.03291695981019227,-0.02529111750825289,-0.001145037744420113
11,1.3063713887019166,0.16452515731591177,-0.08175288306393191,0.010661175553677408,1.7593718956398507,0.6785880631729269,0.18425576207636057,-0.07370923203466878,0.4503662391513488,0.05224050272970979,-0.025562604372537788,-0.002478112451035623
12,1.3266999802582842,0.18168551870422026,-0.08178797645028743,0.013116899619779026,1.910967175409799,0.6195335033724014,0.1954476803620468,-0.06898899927090235,0.4457174412379105,0.04162643900840562,-0.026049150032210516,-0.0028136936780699777
13,1.2835810480424255,0.14923181213730596,-0.07287549278594294,0.01807159023553959,1.695324248075673,0.7173281948616921,0.1856024474068777,-0.050019296594953896,0.45072189870747353,0.05528032369112777,-0.026404430292464,-0.0019196865431182451
14,1.3257735968948936,0.21339215950058776,-0.07688382069199746,0.01878032779486476,1.7265689848931371,0.6744416954996281,0.18502438354968495,-0.03524679610105083,0.45475707914206837,0.04128964081972769,-0.02598883520602781,-0.002941850827014628
15,1.2680514305673973,0.1994501434758277,-0.08798108149821891,0.018468602624404296,1.984544949360547,0.6424751854704002,0.22722649475568632,-0.014731718574101854,0.45118857871400714,0.0490014143619496,-0.023698349132692573,-0.0011553834558157327
16,1.2696689985821776,0.18043082436259464,-0.07364830093503894,0.027348405828523128,1.739119147756078,0.5866148813591574,0.20262269427238863,-0.03637187710453274,0.4365009231055753,0.04725597535228512,-0.02415766796691753,-0.001814658877064463
17,1.2905627206051642,0.20342426622377685,-0.07245689436205341,0.02387306438701047,1.9444648768349881,0.5744826559594857,0.20791286337880116,-0.0380244658157807,0.44023482661964347,0.06468499641973902,-0.02473787601813536,-0.002732022855032432
18,1.3415848764030884,0.2270836032289998,-0.0883072991705268,0.02856928083081074,1.7640559920546726,0.6306004265859204,0.18196896871283086,-0.03661499610884682,0.4505135243749907,0.04270450771472841,-0.02308912297777045,-0.003968393736806792
19,1.2429384757143718,0.18173544670578418,-0.07754478293094805,0.02333371902189165,1.7376034028652632,0.7179048368782139,0.20849903151914473,0.001133265608232641,0.4466710129614573,0.044225108621518544,-0.024020601053820093,-0.0011537316962410308
20,1.2567406519588178,0.21606699889991943,-0.0827246648164743,0.021010693923658622,1.6951570477481823,0.8566967518064386,0.21522152006991274,0.009670360707849445,0.4420224195332196,0.044905283751195485,-0.02396550561322201,-0.0019979881057312367
21,1.2415685107297454,0.1706714156820862,-0.07709272534912132,0.024994211018820912,1.6909429436587384,0.5280912939034532,0.2113686555900844,-0.03733790873809871,0.46180194215280834,0.045533971115182564,-0.02426316676155766,-0.002065183158628371
22,1.2641060792192673,0.17069762674313646,-0.08280366821520965,0.03516217392811748,1.793347282537336,0.6641009852399989,0.2048703418519023,0.0026255699987774855,0.4441552722033597,0.03940987565646509,-0.023615609226798617,-0.002709104398062378
23,1.2875741199479644,0.1715306564740707,-0.07909125532627755,0.025064713670626196,1.744076703308452,0.6802873001675157,0.21490310096444215,0.0009451909116374307,0.4473390881735395,0.04141804058740717,-0.025256803332758516,-0.002833129654501282
24,1.3090289582911954,0.1742141180415685,-0.06846188165745168,0.025723558530349067,1.6841796868383168,0.7036786816566404,0.22495504474924702,-0.05153653240437131,0.4604788562309962,0.05250696719343863,-0.025105663835838742,-0.004504066698881552
25,1.2885604132909279,0.1882331480263434,-0.07621082527790346,0.02563568518972631,1.8529496189750954,0.8134119222866097,0.18373036842960416,-0.07942922032131466,0.4411623801477391,0.038201393116762725,-0.02498728149750641,-0.0030361136231700633
26,1.316912334661118,0.19438847198263814,-0.06867838338760278,0.012736758316012297,1.576221968062061,0.8166114412459922,0.16785638147413912,-0.07416218854124168,0.44606616311207953,0.042829769941156316,-0.025425882240255403,-0.00213913691737253
27,1.2766447491075572,0.1722806270890387,-0.0744521471946563,0.013890908374261412,2.0337218758772706,0.6315239041592701,0.1833623075933357,-0.08152479117678643,0.4438497894802085,0.039553145319755026,-0.02626926358694242,-0.0039342973448744075
28,1.263823607859192,0.19471444767575385,-0.07586494895033259,0.013231208797380305,1.8390493646849677,0.5887188355526337,0.1518270633824744,-0.07031700856050031,0.4550387188775714,0.04552810489085461,-0.02608631636556546,-0.003453931310303052
29,1.2480265208752401,0.14652447297087068,-0.07967266761770217,0.0072259776289190026,1.7767345336807212,0.5978594415129835,0.1829248187825411,-0.08444423094391303,0.4456346094601692,0.041981232960190795,-0.026451234645878726,-0.0017616325245398586
30,1.2799968251117901,0.1846749686839529,-0.08422064938039486,0.009769239061250667,1.765555848291997,0.6376465781056982,0.1984523185302614,-0.045763038877441466,0.45531644059463716,0.045755068795165096,-0.026008743785749,-0.002334508475121836
31,1.3168966086544052,0.22860925641903296,-0.08789902116167361,0.025021842260093335,1.8705365520581443,0.6455577000762095,0.16720936541398618,-0.09487292522727164,0.44586317886448734,0.0445443920754932,-0.0253723657072216,-0.004613055263766056
32,1.2629116441334007,0.16193196971449042,-0.07778062032675938,0.017143320684901417,1.843183354377906,0.7572107085668685,0.17116303288396578,-0.041236369897703684,0.4399328505531484,0.05071112693783375,-0.025923649564767563,-0.001161814143674882
33,1.3095229562610413,0.18521278462175117,-0.08010227235841777,0.024160572281831744,1.9392151747007684,0.6783286127783048,0.18808980277096765,0.0215450460252644,0.4528568773211124,0.039273011542312136,-0.025005011610699117,-0.0035444543320357594
34,1.285330369510048,0.16388730791426315,-0.07553925260639098,0.023963759299418914,1.8028638624842002,0.6398291391956419,0.18933578582541366,-0.07884122150139874,0.44399198957972985,0.04645167318007154,-0.025421984560664853,-0.004573017790841955
35,1.315800152728228,0.18506763991935565,-0.07982354346146091,0.027301258590815815,1.9157480893154866,0.6862973119730871,0.1883422135901048,0.0020588012232040653,0.4537520805146644,0.043386243326358286,-0.025763779399775796,-0.003097215206057784
36,1.2978394669479645,0.17805124890165433,-0.06997223897840875,0.02213453564067774,1.7747404756056318,0.6935849523492076,0.19586978621499176,-0.06518254413741253,0.4502748775516354,0.038132541356378655,-0.024887436527040178,-0.003627552401843443
37,1.276959776016317,0.1931595605728771,-0.073175869077453,0.022768678696893974,1.9862597312953443,0.7008148664428999,0.20818456467927274,-0.017095406164298277,0.4541563615652465,0.04564413024443698,-0.02501989026699565,-0.004619744225190927
38,1.3183317413288123,0.18515012718488297,-0.07931467556353292,0.015393913012097946,1.7470095172911921,0.58174363371561,0.1640468409227173,-0.05359126355565209,0.45804714935636065,0.04821553370664157,-0.026540718359324256,-0.0033814971446470173
39,1.2840862715007892,0.1747677508340141,-0.0836252136162633,0.022666409405063006,1.8091443584809381,0.7086474064230381,0.1722919410132256,-0.03956768470687939,0.44731231685559497,0.04634852381178876,-0.025773225064627994,-0.004528507150915656
40,1.3534524089241988,0.201031226615178,-0.09021322992120377,0.026833595971819002,1.8117614314183534,0.6492223472609778,0.11980098619074454,-0.07975988780940832,0.4567199487964041,0.04897326572012646,-0.026561613560341583,-0.005314572262689675
41,1.324110537375728,0.21119608053657263,-0.08874380763634207,0.01783667006776778,1.8264546956763295,0.6547833105821749,0.14549675591446087,-0.07502148193774628,0.45755861849757995,0.0460616999615167,-0.026123706056583883,-0.004504490005551224
42,1.2547367645746266,0.1808818774726661,-0.07964965331733687,0.009374152547255463,1.963483823336748,0.5643062683007687,0.12884705069853314,-0.08825673353668033,0.4578095823016203,0.0427189846247183,-0.027317781416415915,-0.003708809025995151
43,1.2607327559296369,0.1711456991030037,-0.08227890155266583,0.013252510744424417,1.7732952485055582,0.602968810994065,0.16359151255910132,-0.05107343424967792,0.4446812588157896,0.039800867758127835,-0.026831990674616186,-0.003004639193779442
44,1.2978652568065243,0.21613789161612146,-0.0792734878009524,0.0037918208478276575,2.0883557585449806,0.7246307321525136,0.1866258229517914,-0.07719750419025852,0.45098209748689955,0.04517266263265483,-0.025459000154682783,-0.0014112046483487045
45,1.2928351432346552,0.1961405495779293,-0.08395751309979066,0.023157775060757974,1.7729055070449795,0.9067123095809352,0.16974687327425847,-0.05542849876279622,0.4499575036972019,0.04234862453023304,-0.024674475974478804,-0.0023030223509464577
46,1.2942266032976597,0.1801778473391866,-0.08548089761583598,0.030787129569761137,1.821415407435301,0.6202871929114622,0.15259516319370067,-0.051417070517329536,0.4413072875022441,0.04145571160069184,-0.023780729630486594,-0.002645182413502721
47,1.2768468605489374,0.190557913338437,-0.07896263560464134,0.017947567582755466,1.8930376721871454,0.8116781116091816,0.18016607843308238,-0.036117765094096616,0.44428260073752657,0.04326431884529321,-0.02458290934886037,-0.0015342481830742621
48,1.3013370104750346,0.18835179619731332,-0.0940679287026868,0.009340821248976477,1.814922913624227,0.6861041336670166,0.22249113480058028,-0.030461583123795277,0.4520370543332204,0.04346132714150882,-0.02430676853117361,-0.0020424515592587923
49,1.3192439190360716,0.2121007247078014,-0.09663694960763673,0.008416098182673856,1.7841768599933192,0.6750185924082819,0.17788913749467278,-0.04390464668278081,0.4449197809475548,0.048957962600368526,-0.024535727166410812,-0.0023397445684302833
50,1.3312965028986832,0.21068027716610632,-0.09030211501645471,0.0114879238143844,1.7474820787309275,0.6596895078156144,0.20193251407645366,-0.04454421327487257,0.45452775910685134,0.04637230265332883,-0.024946914074146252,-0.0021850980912985667
51,1.3372220165757087,0.19851708856939027,-0.08204991850157382,0.009262972635625446,1.8451733547695879,0.6614157159039139,0.20865123894124493,-0.034446928407195876,0.45431506909886715,0.04399632244385905,-0.024898426411090618,-0.0023493344139715044
52,1.2716384506395455,0.24046371395837227,-0.08816329510872108,0.02859694872238188,1.79932869429301,0.6268446273330716,0.1974076742463628,0.0010136030992478132,0.4522646032403579,0.04329250711516212,-0.024548239121227597,-0.0034408527776126035
53,1.2925421020327816,0.1896043632972206,-0.0842536335290446,0.020196324885907897,1.9511213717513076,0.7763302900338918,0.1721268571777764,-0.0828860427092678,0.44882791259162286,0.044552183028536384,-0.023909960753441064,-0.0031359375602276656
54,1.3083860621777967,0.17588418306961864,-0.07099237917569623,0.020568478137760863,1.8177259278827804,0.6663553505541823,0.1291841991054432,-0.07223101407042717,0.44446676237523963,0.03921365410832639,-0.024996180631383442,-0.0025645971589545293
55,1.290040768092356,0.2518405947717615,-0.07626204755173013,0.014438562318448325,1.9613666165366634,0.6751177471654676,0.16058136090216285,-0.09673331246468633,0.45831614660886116,0.051116341350769465,-0.025670675888289876,-0.002912478367309252
56,1.292140224223371,0.23725301667238918,-0.08608934111194094,0.016993130577161474,2.0317401638107055,0.8013197428974166,0.14364893810274287,-0.0745625588171915,0.4480711966021072,0.043227575625682635,-0.025513087415323772,-0.003963377519405534
57,1.2451328062749205,0.19038888560737027,-0.08434825918193084,0.027439257098969654,1.847989735997261,0.6143572261097178,0.12668589803883384,-0.0483903263724796,0.4598077432725021,0.04290611079285302,-0.02640545303268072,-0.004180481517118945
58,1.2782732387796392,0.1943535260147367,-0.08267843247666445,0.028363203401453367,1.907988311183662,0.594641669086575,0.14887067528671755,-0.05732438893728002,0.4577865764732594,0.052810019545915604,-0.0262064303478207,-0.004875277763862507
59,1.2950786721270542,0.19832436044022766,-0.09039426526667116,0.018823168624042312,1.746468466685283,0.6118689454298684,0.20586973760711685,-0.03513716297904968,0.4569110174582906,0.04634196918016273,-0.025528064802217525,-0.004929559084550332
60,1.2731404360567682,0.19155968286432898,-0.08469918054793565,0.022779168010431797,1.9911715243797545,0.7727006427278371,0.1732794425298881,-0.045515284549953086,0.44969020986788266,0.06039135579513978,-0.025082517635429617,-0.004106063540074197
61,1.2940369468312698,0.18822429930393578,-0.0790513601775671,0.017160565910581328,1.7591102752991954,0.6803383765727167,0.16857893470707147,-0.06925067385302142,0.4552529893924152,0.06302182338851842,-0.024848325455198342,-0.002814562569729156
62,1.246302165550963,0.1567248877124293,-0.07239539519371191,0.02265565498729335,1.8259721012316632,0.7124455147532696,0.21098681409133432,-0.045111185180334586,0.4434213089444136,0.03438200900635968,-0.025749573055522165,-0.00329786012416145
