,a_Intercept,a_Intercept_std,"a_C(stim_noPM, Treatment('noPM'))[T.PM]",v_Intercept,v_Intercept_std,"v_C(stim_noPM, Treatment('noPM'))[T.PM]",t_Intercept,t_Intercept_std,"t_C(stim_noPM, Treatment('noPM'))[T.PM]"
0,1.254263693336278,0.26307470996607474,0.07258207200846635,1.9164824539346026,0.6082029932567345,-0.09475514474092615,0.42880133400304044,0.04623211815598775,0.011712107555178892
1,1.301326988978727,0.22519783011385236,0.0743657882204396,2.089563699293209,0.7430418177078829,-0.10750338881027108,0.4405718169674601,0.0447845453526038,0.01153574179749846
2,1.219794191156718,0.2131065225069885,0.06271154449286517,1.9071780106661602,0.7030792440129192,-0.11345136054922557,0.4244213206382125,0.04814285703229016,0.013722626035665146
3,1.243809511169721,0.1857021811373469,0.04891114358295236,1.915012583607916,0.7229721060252872,-0.11617616685849616,0.4288517664871304,0.04124265242077368,0.01662750895922694
4,1.292975136150257,0.23724919155919977,0.049721774019702625,1.8752267095388255,0.704766898064713,-0.14281443756260065,0.421946448052908,0.04668265017566216,0.015672988769881536
5,1.268240053716478,0.1863407058603202,0.05499433980577399,1.9056454829266116,0.7496822956127766,-0.14461211284216097,0.4272133361159583,0.04921060776802737,0.013895521611716793
6,1.2694959272169546,0.3246174706881254,0.06705935163375382,1.9468546176005805,0.6054402884680362,-0.15064484938918232,0.4287689982065397,0.04154008322576429,0.012381596136002874
7,1.2768491237874324,0.21078901086557253,0.04731006808647673,1.9751398750566802,0.7854102883939057,-0.1216357743997416,0.4398144777391012,0.047339273759830616,0.014369213520602633
8,1.2265560970339957,0.2000051662770474,0.042785010818865585,1.92498215288435,0.6963142145307142,-0.15717780798001138,0.4281176926852992,0.05426915593730813,0.014214548082856077
9,1.2570769553923198,0.2656488571984059,0.05344150445521577,1.8273228132324524,0.8310896977836387,-0.11035569320083305,0.4227768461316291,0.039909237034940426,0.014321983380486677
10,1.2444184389683348,0.28720792744573537,0.05173599527559179,2.162325625724208,0.9462729148531482,-0.14261996488654377,0.4256561964802509,0.04839076539802266,0.014300490840935393
11,1.2675906918393307,0.2072450788857494,0.04918969709015544,1.8777212730094863,0.7504076951291534,-0.10422445461086201,0.4338431247978184,0.0422064826682524,0.015363428602648516
12,1.2149056450276055,0.20700618837927975,0.057731282961204104,1.977520895197068,0.6359310044070424,-0.12298190990696199,0.42637315184166014,0.04744779622821952,0.013909676244236308
13,1.2701596228920689,0.18589568646100996,0.06117615813837584,1.9793686626306544,0.6966253841554252,-0.12759032113770535,0.439639452763848,0.04184824579407887,0.012462097255738755
14,1.2396833166908325,0.23166361206838992,0.05919100130364168,1.897925850552222,0.8873145509640826,-0.11838778890514488,0.4287109570083783,0.04446685180895981,0.012641794502617326
15,1.2743946793929528,0.24947699378024438,0.05859811238459304,1.7607340939412883,0.8118826317074759,-0.11413693454659424,0.4390055049821678,0.04980409673211944,0.012775992860830233
16,1.3250577847228198,0.24991427942111538,0.05936826018355786,2.0586652321490515,0.6908619629904634,-0.1454305772591179,0.43279108774021063,0.03552610951167057,0.012633558630827744
17,1.2252399939449639,0.26840191923790413,0.06596563021838964,1.9890378810416818,0.7175368291383576,-0.12000681558411419,0.43456233013667717,0.03835225023990958,0.013123457561167654
18,1.348093784596056,0.21489300289401037,0.06439078504134194,2.0031691229592004,0.7669287776322404,-0.11419342557820916,0.4242186912581448,0.06020356593861756,0.011373942973617667
19,1.2915185747897944,0.19000690532283263,0.05561281591595754,1.8176612734222521,0.6954558357468773,-0.14713356850265213,0.44011986641887896,0.04037510863453507,0.013176628944908515
20,1.2923259136434952,0.21490890590326361,0.06067960383983281,1.7202362795115766,0.8252254109393403,-0.1354985698290817,0.4251182166070768,0.05761084162122949,0.012927853766923257
21,1.3144352402693809,0.21473602549172216,0.05746820963272002,2.0078404277120603,0.7814744192089667,-0.13234664079542105,0.4391418985236116,0.04725629159081282,0.014582264490079974
22,1.2820676965559663,0.2413459187386694,0.05265052883136424,1.782753273304609,0.7657943147281931,-0.16013121224263088,0.41977188563171125,0.051975910219436816,0.013106794819245239
23,1.2977863203582785,0.24524358766065518,0.060507175428797744,1.876638537567373,0.8091997129974331,-0.07910233136397499,0.42589641134704725,0.0503955573798157,0.013940369698055666
24,1.2960369314657265,0.2479378000124333,0.07102384822096225,1.7977243281088302,0.7526762185692035,-0.13273734578802487,0.43736823394852076,0.043678947238647285,0.014423212264953853
25,1.333060535717889,0.26099889540374555,0.06726100117948376,1.8395551809875992,0.887871700058269,-0.1253827414470255,0.42706624449931746,0.04045237952149808,0.012530561214530393
26,1.3091470457633714,0.29151024929692465,0.0639379977563981,1.946305004116857,0.538002659855082,-0.1259731200328821,0.43047309183424104,0.040034570036664274,0.013093525117859925
