,a,a_std,v,v_std,t,t_std
0,1.3225713819506053,0.29426007146551236,2.208428167410029,0.834232033041793,0.44459510806492625,0.046415795393102456
1,1.3463901772348597,0.2626985243525552,2.0138230028109634,0.9394028276598436,0.4237370138776126,0.050477958857639824
2,1.404609840486782,0.251343268628342,1.8679395542870572,1.0315724513090498,0.4418205648858967,0.05793296602537376
3,1.3726303760166703,0.25605943335791104,1.8801353963933918,0.5761842605784002,0.4304818488235877,0.06116178534807949
4,1.2967443372961365,0.260201907835552,1.7859112137751814,0.8946456483903866,0.4421835451801541,0.06054045829620874
5,1.3450982597542624,0.3250677442650189,1.8250693193920144,0.6890938060696657,0.44454645456470243,0.040780920033964475
6,1.3371875524100987,0.31439997876796094,1.8655321925313277,0.7892718566542355,0.4428781084910685,0.040332302953121936
7,1.328194654350564,0.3184106072863948,1.9453961710663288,0.786101871190224,0.43815396074985297,0.05058163272817409
8,1.300028047769627,0.2500594717130685,1.6829370628526616,0.8371105485097254,0.4348580783194141,0.05069303477481783
9,1.290396793525454,0.255387816632537,1.8913994763659245,0.7198274981953349,0.44380369058387215,0.041403171884864066
10,1.284163621179881,0.25594813509580394,1.9496655469359194,0.6954683684335249,0.4421414644163048,0.043927412391707145
11,1.3551804306623008,0.2919195393027997,1.988656625305551,0.7329502153582785,0.43187287112392175,0.041819329699705914
12,1.3083387707542895,0.26215677800432163,2.0317344500757004,0.8671878031931274,0.4309498625734062,0.041489730864636504
13,1.3250276962029213,0.23314863555720544,1.8613361178370695,0.7020818713819469,0.4425354015267021,0.056748572168197856
14,1.3467489467135563,0.29787610587812047,1.8834377532013316,0.7976920818108348,0.42681072554999744,0.03642377479239599
15,1.4057260659406716,0.2526200914417186,1.9824204520515454,0.7259707844304566,0.4271100351785643,0.04942724460839948
16,1.1908866829661862,0.2552624458802459,2.135009887765775,0.7419060731332049,0.44808404373437494,0.047569071737716746
17,1.3783623194948371,0.2934085775897519,2.069031541918701,0.7785780469093211,0.4334987541480353,0.048286320956389905
18,1.337853596071311,0.2866828516773437,1.5621953545558889,0.8089981874121271,0.43709615917068567,0.05159504762207921
19,1.330238161098816,0.2568414871481455,1.8197351651473397,0.8126557168228832,0.43948741325158036,0.04544515403528173
20,1.2856631045914826,0.24712653857232691,1.678501982172937,0.6694441268223474,0.44044555284975784,0.050664401785056004
21,1.2391486702213612,0.24911546021005326,1.9775395840675645,0.835274356624187,0.42673468192225783,0.05019318722567564
22,1.2845680571297018,0.23001006879528585,1.792708426076745,0.8328424348801129,0.4580533386163105,0.04791222546317417
23,1.2810756116952224,0.2364035237912677,1.6066670771104574,0.7564228463695537,0.4286327405023921,0.03933318199001535
24,1.2970466089952606,0.23887606707065137,1.8652805443726732,0.6962370611491867,0.42880948794346097,0.04802053334835109
25,1.2953029779091452,0.21088634242402954,1.8206689884466962,0.6955263681136397,0.43333164103508337,0.04165650830573549
26,1.2744098852277965,0.22792991864559342,1.7623886617400195,0.8044495322516014,0.43655737724561666,0.04295135388764952
27,1.2880027269426382,0.242734188516874,1.970242820869255,0.6692239062592381,0.4293031791853793,0.0383290355840649
28,1.3084426305003105,0.25370989123338117,1.9755748417050947,0.723708499213704,0.43085994250249904,0.048016537527123954
29,1.2664072580434178,0.24647750899876286,1.8702915373292786,0.7237669806024354,0.43362759243130716,0.04854311466990409
30,1.4051778185181818,0.24188523297415096,1.7976432498765615,0.7176759784553013,0.44235188259298014,0.04473781722607191
31,1.1954006918075757,0.2363023731394369,2.1032840140885245,0.9909639983117893,0.4441839813181783,0.04632284781889345
32,1.3109103089781569,0.22701385008055064,1.736567542260167,0.6282385985092565,0.4479658400579134,0.04742761558788393
33,1.2830976515136565,0.2507515384475544,1.779561927715491,0.7967080834897948,0.41876428389511133,0.04330236983650402
34,1.2779172293645285,0.21566033406457066,1.8327497155032646,0.6240201329863,0.4350716937555815,0.04104910796270198
35,1.2708204293120025,0.26269606745546953,1.7759403697530862,0.6521844192073982,0.43029817076403065,0.03462863821566914
36,1.3161957507241702,0.26788390572428494,1.908051472029918,0.7399945219596454,0.4365548970994246,0.03832061203186542
37,1.3433069309236234,0.2339266404085555,1.7345725066378836,0.7127659905995456,0.45037215185815793,0.0426179436545934
38,1.3034399605736835,0.22848514495936362,1.9045577713709931,0.7171188143958847,0.41778480666227014,0.04451589179896172
39,1.29015466469466,0.25628737821175196,1.7987951688750459,0.5867771301565975,0.44739818284531857,0.04667019825899658
40,1.3640022632281694,0.2595380485284301,1.9516669807408444,0.7913024877836499,0.4452288869003835,0.0452713541254688
41,1.1970517389081121,0.20226135887087654,1.5586721763851716,0.9085223109705967,0.42055366964829116,0.04114014803122851
