,a(PM),a(noPM),a_std,v(PM),v(noPM),v_std,t(PM),t(noPM),t_std
0,1.281039364292779,1.2776784947065383,0.19457814904007345,1.834155550542603,2.015863983058004,0.6337927219068521,0.4480752570165867,0.43065246248889655,0.04328856691011128
1,1.322595946091099,1.1871497105552706,0.1900363157727572,1.90050519495217,2.0116237407513355,0.6343151806264324,0.4336396632685541,0.4200418501438881,0.05071278654323955
2,1.274416382391565,1.2248953041427986,0.20279295785862533,1.831127136377965,1.840830375545472,0.771861697230187,0.4548851493351887,0.4334224005194633,0.03838479479427909
3,1.2665450778533995,1.2283967879156805,0.17661705365038843,1.922315227100482,2.2157363593402817,0.6575752477111465,0.4278827553496829,0.4299439328463623,0.05565507449835037
4,1.2750453372078696,1.216714698583648,0.20635076974572597,1.9925995242640309,2.0690578020880133,0.7481514395842868,0.42828240086562774,0.42385653771997167,0.05144677756018407
5,1.3078936529179188,1.181693866622484,0.20418885004150808,1.8211466535025613,1.9745104695716325,0.7193235829681528,0.43987011863204084,0.42340458959426536,0.049558927529438634
6,1.292574548217582,1.209070199207948,0.19858770839418904,1.848753322116414,2.0311952039591383,0.6701429769679869,0.4508941778005579,0.4200258756182927,0.0417524562185593
7,1.2841144496514802,1.2080752050836356,0.21646733116722577,1.8043419887007994,2.050074756614387,0.6383844778941569,0.44282208139581053,0.42707204778135854,0.04381653715812371
8,1.3093579663005737,1.258854008035962,0.2075747634605723,1.7985364168482159,2.047525142246864,0.656222870293796,0.4403161253019723,0.42356074777558855,0.04765335678234074
9,1.3456366252222733,1.2011510805681735,0.2071972608246288,1.8219184701547182,2.1020161355932148,0.6248778662036563,0.4631801036737476,0.43349060116085947,0.046992883613488676
10,1.268540794175211,1.1833452645868696,0.21477845621925054,1.9121974086055915,2.1018155887215286,0.6660790881053804,0.44090456493178887,0.4295587660776884,0.048277740445109796
11,1.3108789791730455,1.2046455464589698,0.16224600669301284,1.8443128922536776,1.9925937372512452,0.7232619215987592,0.46056563023038205,0.4296553786966529,0.04431044255073773
12,1.2989569480592957,1.158409390510733,0.16491774976566065,1.7868231851041816,2.0809513952201923,0.599626267815151,0.438375440484455,0.4370864188781763,0.046288981387799924
13,1.3025926466848117,1.2376833500757103,0.20414198612389267,1.6827002174458299,1.8729574158611326,0.6569486041772338,0.45526678867875003,0.43021725867578275,0.04732653076380346
14,1.3962810667802694,1.1200327877034815,0.19221363290354773,1.7510679482859481,1.9956657807239706,0.6260658123035383,0.4500562552992741,0.4209865121062049,0.04451741865720857
15,1.251426924098584,1.1194966757761842,0.22197920095091345,1.6740080130238333,1.7906724907838207,0.643940724783868,0.4563905799112723,0.4359293947272238,0.0429521230684124
16,1.3363426248179402,1.1571121121262,0.21232973480133652,1.8405834140586947,2.1356829486164886,0.6217885169224161,0.4515314890396838,0.4332533916121722,0.04950371773142277
17,1.3010469536135258,1.1835581887337994,0.2072398196628598,1.5676094748479263,1.8518883500757466,0.6652667544890094,0.4533169111235007,0.42238388664718174,0.042493268953166394
18,1.2454001104144097,1.2072204225067895,0.17352264490977493,1.856041638410485,1.9706490820355758,0.6344336256769281,0.4442144765303493,0.43806523892974547,0.04605013588932224
19,1.3744377976548086,1.160739856423882,0.21705285326303894,1.8067280933890424,1.9932933165872064,0.6612989737589879,0.43854792700850725,0.43486671623790224,0.046346247761031786
20,1.2423231059636495,1.2043934967114298,0.16727786157149377,1.7675153525077987,1.705586511608409,0.6914168614671997,0.4513512098932393,0.429538710659669,0.049133848926202886
21,1.334644784241998,1.2207240094046325,0.1939172552890762,1.855105905091842,2.1242649300732017,0.7300618355387762,0.4603271846545213,0.4354072830672359,0.04604602097362921
22,1.340792864704483,1.1367680740860462,0.18001149031864933,1.8477272038455508,1.874313559448245,0.6555210379965777,0.4401622559929685,0.42236580395341866,0.05125004568735186
23,1.2721368730507134,1.1933139457429016,0.1992937753332857,1.89322051765795,2.0061597717987802,0.7196936859429381,0.44951583681639184,0.4210325132930514,0.04257517514428439
24,1.3028681998672076,1.1197274733579397,0.23072349871754605,1.618956407494429,1.8478123322033482,0.6499913510796187,0.44608513821412743,0.42497845308560334,0.04490139897261182
25,1.316111031245173,1.1482099443344116,0.17223920896555384,1.7254525466779147,1.9989585546718338,0.6418541831916236,0.44401506284854814,0.4312288449078595,0.043843670667985044
26,1.2669679389460995,1.211247961934638,0.17955166616852652,1.683159026500042,2.07289851961343,0.6360107130377133,0.4497449784748258,0.43456873580761457,0.04834196413625645
27,1.315289077717097,1.169980614390427,0.19894623579754991,1.7179687521419251,1.9003682943312656,0.6380313682160569,0.44324026970437913,0.43145386718043505,0.051300151542919656
28,1.3382774900452952,1.1423703594395684,0.21814680553563903,2.0662857488592845,2.038803783689564,0.6925822970031515,0.4476477366251955,0.4215395436380279,0.044852052608186636
29,1.416982844339064,1.198392818902424,0.21171661534870095,1.589124767210895,2.0772566513622004,0.6595050886389923,0.45162944831418794,0.43290953687403444,0.04387699656078725
30,1.3758252074851294,1.1888654146443236,0.22490762227966016,1.7747994358065637,2.044417697326155,0.62107788730504,0.45479247066816064,0.4240708997842182,0.04551949379726082
31,1.2791272182341458,1.1638661846218568,0.213480495850767,1.93620365485044,2.0429459515311565,0.6106297427247153,0.4502500322134146,0.4228452777348188,0.042922798053102555
32,1.3329690879000509,1.2005595098758493,0.1936436854781558,1.6716258314876564,2.1257920582513057,0.6451047365211265,0.4479075004982178,0.4165618637227809,0.047556814084809815
33,1.2989629028824583,1.1763935928620548,0.19231542460973353,1.8504454270751842,2.0696875288990118,0.7657011215499371,0.4535334667710095,0.4090853834493835,0.049822975106663864
34,1.2976701919424969,1.1771983752430337,0.2019328251394561,1.89179485009021,2.04297484460754,0.6826720770831549,0.4506944937035561,0.42219659022357653,0.051812630037550565
35,1.3171403589118877,1.165451039667752,0.19633674303426857,1.7834171070995928,1.9704553418932431,0.6149388819008799,0.45555394819533296,0.42389557388991894,0.04515097940268459
36,1.2957485471438175,1.1497613835631786,0.2230957101165536,1.6729926110271482,1.9044051608307349,0.6398678468419625,0.440928800261252,0.4168543724254011,0.05371470055625221
37,1.2859745731169714,1.1868724995859943,0.18402828750898584,1.76727139648905,1.9226261815278298,0.6542213324691211,0.4522854338998845,0.41294719383036105,0.05258353945017683
38,1.3209014371924364,1.1630330591489084,0.19366318117015585,1.8965491802911538,1.9051618711783416,0.6473142115382442,0.4479022437406727,0.432023161240473,0.043138295677528284
39,1.2993941400253148,1.1418509062726214,0.19254040534704547,1.8529571109811511,1.9561509246100148,0.6733202766520067,0.4479132054921286,0.4267889658847906,0.039054753258467995
40,1.2707835032165251,1.1475441321050028,0.1673549138997593,1.601472916959175,1.9797644754988855,0.7098827249305982,0.4481747944578826,0.4241604795612688,0.05899998014653106
41,1.2874652209418262,1.2332802327429602,0.18630748235197428,1.7009920140507733,1.9625535207068954,0.6747078149988287,0.44574803724873,0.4297210778142317,0.038085084476285086
42,1.3179440861944314,1.2252925617772668,0.1703944985609877,1.9702700848161918,1.9281478487841888,0.6511356055329629,0.4447966747993989,0.44052235058164746,0.04382955826325968
43,1.2537546591518702,1.2001489304912267,0.17112323759202297,1.8156354999142,2.00496848907712,0.5803138478214301,0.4460245636187224,0.44149012251904296,0.05547984848327009
44,1.2788814396715318,1.1903025259226596,0.1671493388232879,1.6990835254788446,1.92201795024901,0.6295760049004377,0.46442881216361637,0.41987251879510495,0.045175615612238984
45,1.3141826020661662,1.1911195779370012,0.18157824452536697,1.8491640398412446,2.0801988252116517,0.7013440446032196,0.4374258681103613,0.4338517217825424,0.04109614089068052
46,1.3298481128329753,1.2130005733618687,0.1739406359236936,1.6831258864365737,2.059834837637614,0.6769637839003209,0.45994370567739695,0.4207855680299998,0.05721777925394381
47,1.3037843013985857,1.191816424750681,0.17548307124827506,1.9206949955131887,1.8296409645488376,0.58030930399941,0.45551842220764516,0.4257412834863043,0.058225601017319106
48,1.2927016518965067,1.1148950046742738,0.18665949326686576,1.7499780929028466,2.0457841071346343,0.6696173254682491,0.44628940616793983,0.4364645088265369,0.0564016337173326
49,1.3332219090274442,1.130953175829882,0.18056390461778646,2.086023685475088,1.9723853167369585,0.6585123980727626,0.4505147207821743,0.4168665825834139,0.04636719339536193
50,1.3156988380800565,1.120851486404531,0.18353519737249274,1.9132634832775122,2.1805287121727392,0.7305113031665342,0.4576433946986067,0.4291377049285066,0.045549886163835
51,1.279091399419916,1.236511486543268,0.17095811090367702,1.8511987083743195,2.114510103870871,0.6455429331567272,0.4469372808753533,0.43623911996037645,0.04546972180865205
52,1.300631135686454,1.1665493501215285,0.20454390315285564,1.7645265412371547,1.9251779322729885,0.6602723291748122,0.453079699966652,0.44333748961384045,0.05124543273424931
53,1.3287027151436142,1.1663850041676296,0.1671856571229558,1.8351261307290472,1.958286067535261,0.5920379698832192,0.44258722277648677,0.4376714577657556,0.05391966393246544
54,1.323192305387213,1.1544359142299314,0.2008280164198025,1.7223618721306553,2.0758482807375285,0.610959807883881,0.4567415217368994,0.4338034460487094,0.05259388479200864
