,a_Intercept,a_Intercept_std,"a_C(stim_PM, Treatment('PM'))[T.noPM]",v_Intercept,v_Intercept_std,"v_C(stim_PM, Treatment('PM'))[T.noPM]",t_Intercept,t_Intercept_std,"t_C(stim_PM, Treatment('PM'))[T.noPM]"
0,1.2905608653829628,0.21991303117242883,-0.07772124761969776,1.8164392044691726,0.7225193617155263,0.22260596137621164,0.44930783322568585,0.043524411985132905,-0.025507459049260814
1,1.3128554942730288,0.24336055336217466,-0.08003963697937072,1.7687248826802926,0.6709637394703158,0.2141506369210735,0.44961439317765284,0.05333271712930476,-0.025952386746061908
2,1.3035794732834858,0.24012884581072816,-0.08808910587493766,1.7946294176087545,0.6244680350597578,0.1855755918083129,0.45208588361726176,0.04296903501875231,-0.024305424457710355
3,1.3715648772334221,0.21593338556775682,-0.08680206635943916,1.6984925862362754,0.695910164154447,0.23096840010090483,0.45415947775986126,0.05157204003998538,-0.024270682146273734
4,1.2760600596864675,0.21561977933710383,-0.08545902459937285,1.714720216039251,0.7585553286397848,0.201741552635192,0.4541229713844978,0.03942297008912771,-0.02455395817109639
5,1.2952203031153409,0.20236282510588705,-0.07916945769949808,1.8978365520972706,0.8813740847580704,0.1942426659317979,0.435305630277629,0.03718414110400331,-0.025599762756883873
6,1.313197933295237,0.17878634361609128,-0.08824641237294552,1.9640660070229827,0.8999934015957927,0.1994714899997737,0.45090892522318815,0.03833408258271233,-0.024431632582681852
7,1.3003339690843263,0.2506760940311975,-0.07556755245919566,1.7841731325507706,0.6635758626874321,0.20084217230884752,0.44739128022263497,0.05299002521611017,-0.024135281538794302
8,1.2683359737086857,0.1875003929311701,-0.07503875983346635,1.8072827142830856,0.7532754257077181,0.2156674181076694,0.4446843754749573,0.043318594424916035,-0.025959400774134424
9,1.316165953853703,0.2565475220396063,-0.07796977206703956,1.6346854394852284,0.8065570525460635,0.19311889785329012,0.45066220102860616,0.0432032045404377,-0.024973661684118246
10,1.3360123616896975,0.230800460033112,-0.09037034394548973,1.9506440760263664,0.664765410944269,0.20550267795991783,0.4462665347152403,0.03877070040576486,-0.024123604280575535
11,1.3206465932673168,0.22311557326590548,-0.08723355367288743,1.6650648007114284,0.7294826340129585,0.2106367338257562,0.45169863805608634,0.04597666242707899,-0.0244395909615455
12,1.3120095150673108,0.2279437336084873,-0.0883353826271544,1.899356263780899,0.7909582538251417,0.2081452978733053,0.4528252837403209,0.04163208917436376,-0.024057321084065535
13,1.304651671495089,0.21404393556714318,-0.09874130781614276,1.6453165820821964,0.5949118109637704,0.19195821622588835,0.4411716617740135,0.04682336690944422,-0.0225788845541878
14,1.2745429812742894,0.24720311701939357,-0.10040799463558406,1.7675032509234248,0.6558080850238419,0.210304723970766,0.4510070142639025,0.03924775425727663,-0.0221674929729272
15,1.2478558431762095,0.18130609585017873,-0.09336589973484359,1.891700994525081,0.6022738535646244,0.21344520860377866,0.44826214028208544,0.05616859027807955,-0.022058788309655106
16,1.3132194852722934,0.190340202535151,-0.09348784142177305,1.7263650484891202,0.7722703866066438,0.2144142711876888,0.43711212321775345,0.050454060645635235,-0.021358612610311658
17,1.3208021304465563,0.2219486487417821,-0.09518329440629672,1.8065751078355872,0.6270385106683073,0.1905466423522459,0.4502133764748054,0.04725205772728317,-0.023508346512370014
18,1.3448662403588876,0.2047127265388388,-0.09148063209867616,1.771991843891461,0.6675873726851015,0.22302019913373225,0.4573781636506251,0.03712569986333823,-0.024138186752383203
19,1.3563487825506106,0.2349942031427557,-0.09619044793646349,1.9451783009385313,0.6020400264445909,0.17164173752670508,0.4432092483923645,0.03864482541138708,-0.022532220331317913
20,1.277974991097961,0.17505269288391118,-0.10196718539824186,1.74332563992157,0.6402662914584313,0.17101932201159784,0.4454198000373888,0.04523802308228148,-0.023017119808259757
21,1.289156636147743,0.22563905471654122,-0.09961776941023734,1.5548176339447197,0.7409954642701189,0.19791743438840495,0.44329804839929426,0.041069031448756746,-0.022839889521655908
22,1.2915378849411785,0.19794994681220499,-0.0992628630877432,1.7094344211999224,0.5866963430562152,0.18902556771467213,0.4421070417005398,0.05067689501544684,-0.022776111889921676
23,1.3114540688843095,0.21388128681753288,-0.10125453595914113,1.647624943357168,0.7056708912186515,0.19991897989865298,0.4404837504130038,0.038378478900080205,-0.022338006623896692
24,1.2836319717446356,0.16772290927437328,-0.0988276779203196,1.8983204546424974,0.6363200405310945,0.18416490286287093,0.43277538406405186,0.03968101400596544,-0.02175893190858358
25,1.366279078334375,0.1841873967562394,-0.10062888505694888,1.7796628864265855,0.7217013486136158,0.18298395494569183,0.4444098622450834,0.03477424724803365,-0.021897386014702487
26,1.2753448805790342,0.18496678497136412,-0.10261769483093047,1.6541041824527574,0.6198380231806804,0.20310620201454982,0.441600513914934,0.03869031572438805,-0.021690485808576052
27,1.3320175036456983,0.19601977935920867,-0.08979083326567916,1.7215146684649945,0.6741153102462782,0.2382786345641937,0.43720241703068247,0.03805866067160876,-0.02325079432692108
28,1.3056809992216583,0.2082747078838521,-0.09225662959976344,1.8636091082107387,0.6775003230832475,0.23252114500858093,0.43977544720403505,0.05387569126466518,-0.023352966102765528
29,1.3230629746356555,0.20764453085723306,-0.10506825402582196,1.777115975342106,0.645788324823912,0.20936868483432797,0.4456871127164195,0.050529169791820885,-0.022270134839645628
