,mean,std,2.5q,25q,50q,75q,97.5q,mc err
a_Intercept,1.2633725699328506,0.0376865684448954,1.1934707102760282,1.2380717117831128,1.2619257613028163,1.2869404638150233,1.343524801113455,0.0009034154206759547
a_Intercept_std,0.21778101565629532,0.03511136824347273,0.16103174750752958,0.19277509508438817,0.21339266276373015,0.23836596960281506,0.29889052592145277,0.0019100104210817595
a_Intercept_subj.1,1.437364902537932,0.028105542819940387,1.3831790268026012,1.4179491184061934,1.437228926126428,1.4560159843833913,1.4933354751333576,0.000511738559300478
a_Intercept_subj.2,1.1211335916547873,0.01901684686326591,1.0843866738427033,1.1081562438883812,1.120957167294713,1.1335909615019795,1.159892712583887,0.00033715700153844573
a_Intercept_subj.3,1.2433313221693518,0.027960828253425805,1.1911332281053002,1.2238705540885237,1.2431579931092853,1.26191138686026,1.2991723747000061,0.0006669010714945439
a_Intercept_subj.4,1.3374187541072042,0.025230255732024448,1.288745235287785,1.3199132066978057,1.3368652738327929,1.35449885431215,1.3871822848733018,0.00048531625587932794
a_Intercept_subj.5,1.9233879231835265,0.28711224739959723,1.5381430011127413,1.6830764558541753,1.8504398183599653,2.150876372020236,2.509463909740324,0.02627117377736348
a_Intercept_subj.6,1.2544574203334464,0.02755208495570666,1.2000953251573525,1.2356426254217847,1.254093881986785,1.272905588466598,1.3100064723927332,0.000501971084011459
a_Intercept_subj.7,1.1114147013185418,0.020446886133315332,1.0721550673633036,1.0974797593911374,1.111229909613074,1.1247931118320884,1.1519544989531256,0.0003726212639167771
a_Intercept_subj.8,1.3911623465246787,0.03908323481338187,1.3184122725178358,1.3632905226101133,1.3890749596994012,1.4183745583430074,1.4692593226103883,0.001083415010941417
a_Intercept_subj.9,0.9801759079575854,0.014012082818809586,0.95297005938452,0.9710574509809108,0.9800693583674357,0.9896453207324799,1.0081770244231918,0.00023482390770124321
a_Intercept_subj.10,1.0257446439535045,0.02211973566375606,0.9843048807705079,1.0103077428695557,1.0252986238019266,1.0410666114946896,1.069634842113613,0.00048638842203107207
a_Intercept_subj.11,1.3563727510079615,0.02596134479094323,1.3061660195975722,1.3390090559153358,1.355756372416368,1.3738949879318334,1.407647245703453,0.0004889415745645558
a_Intercept_subj.12,1.2935335207449534,0.028240336580307054,1.2396773006235136,1.2741061873387434,1.292638213478337,1.3127889011116525,1.3498573130999876,0.0005926014489558652
a_Intercept_subj.13,1.663259964433642,0.03161285206951865,1.6037913827190002,1.6416686278685877,1.662785343045159,1.684244580895635,1.7281604725258681,0.0006169584718537603
