,mean,std,2.5q,25q,50q,75q,97.5q,mc err
a_subj(noPM).28,1.5485097088822115,0.049217420107220335,1.4551547410919476,1.5151285695082215,1.5474366352037006,1.5804216576895551,1.6492073297639092,0.0007308530671425318
a_subj(noPM).29,1.5267355425046478,0.06922108175042142,1.401247986921737,1.4784406574072695,1.522754684206262,1.5711519577883322,1.6741382528361513,0.0016220519966221585
a_subj(noPM).30,1.053209212743702,0.03226696117594239,0.9927608048589993,1.0311490810970636,1.052041091073609,1.0741638417939403,1.1205730861224787,0.0004290531138461161
a_subj(noPM).31,0.8590111539592699,0.020792036170032866,0.8191183263480084,0.8449070661992008,0.8586664970752613,0.8728067910197367,0.9008135869733016,0.0002651105518904201
a_subj(noPM).32,1.1987051748406254,0.03687234383159545,1.127251565862849,1.1731829066098824,1.1982798765969274,1.2231767514296483,1.2735199558110675,0.0005472342164191897
a_subj(noPM).33,1.1637340377094285,0.03497148179934539,1.0986196200403038,1.1398796880674003,1.1627342569469774,1.1862719104563257,1.2356724445021527,0.0005093526156522362
a_subj(noPM).34,1.1400852373677748,0.03033697298620387,1.081805639195187,1.1193176518864434,1.139298312203012,1.1605759106575113,1.2005368575358557,0.0003659994714932444
a_subj(noPM).35,1.2401148226711716,0.03442643084871212,1.176492154020981,1.2160422198974636,1.2388219218278513,1.2625763748985694,1.310956727856072,0.00048303061868500477
a_subj(noPM).36,0.9756990436043055,0.028101612558131518,0.9202990007916494,0.9573532749398895,0.9759990501582061,0.9943276400409979,1.0297234008266485,0.00043263999744489444
v(PM),1.783293161066745,0.11261901549026576,1.5632164832364452,1.70877266462683,1.7830066498792523,1.8572371872265685,2.00844235736413,0.00101779706938339
v(noPM),1.9965125388610552,0.11197825777150118,1.7771862570883972,1.9215479785522236,1.9962588895538438,2.070452595907757,2.2173545072868146,0.0009994556135670832
v_std,0.6640826279431907,0.059541782056365136,0.5582855498409324,0.6224875060066355,0.6598785820839009,0.7005472675318695,0.7933598214740399,0.0007897191706971377
v_subj(PM).1,1.7584027215148514,0.07106368086635548,1.6223408210410137,1.7090390899089432,1.7584467681376619,1.8062459001894557,1.8983040513529783,0.0007442435717296481
v_subj(PM).2,1.6108908213134057,0.07536731910140321,1.4645498992970516,1.5592080351004434,1.6104572461143214,1.6613246859892377,1.764245022797739,0.0006593010202556898
