,mean,std,2.5q,25q,50q,75q,97.5q,mc err
a(Con),1.194266478680943,0.01955023455611664,1.1751484392690497,1.1799439141830899,1.1815503645239371,1.209811505097037,1.2248781703316007,0.008743130688708446
a(Rem),1.312368970080732,0.04594848103675338,1.258485690954196,1.2732229862506195,1.299106194213769,1.3533577129444896,1.3776722660405858,0.02054878541220811
a(Uad),1.3454117904407794,0.050128123829216116,1.2961158748019852,1.3113798928281328,1.3134012979497554,1.3775882715796075,1.4285736150444164,0.022417978493330857
a_std,0.19527896927311417,0.025407730064193477,0.1618732507405862,0.17629363937332207,0.18918141312659864,0.22315573193850247,0.22589081118656143,0.011362682315500342
a_subj(Con).1,1.3696785689176845,0.02077960114470839,1.3416818567002537,1.352483289198696,1.3684436165419025,1.3925680869015982,1.3932159952459724,0.00929292014098008
a_subj(Con).2,1.0363395198654366,0.05721945678041699,0.9721389866817579,1.003592711449056,1.0148785115227206,1.052500543804804,1.1385868458688453,0.025589318999324727
a_subj(Con).3,1.2277190762275638,0.05688592963838453,1.1184085638313954,1.2389936076500583,1.247255791538316,1.2490607335304482,1.2848766845876005,0.025440161126939566
a_subj(Con).4,1.2977571524993943,0.03684238622438056,1.2632288257871347,1.2675045481132088,1.2862516806114166,1.3072891833404985,1.3645115246447133,0.01647641601020335
a_subj(Con).5,1.4755392477838807,0.15135362874748326,1.2937234739735035,1.3044698620742188,1.5130039457791253,1.610127443907476,1.656371513185079,0.06768740050412778
a_subj(Con).6,1.2161547920679774,0.0952281153373338,1.1096157922508036,1.1112159782276703,1.230973441259558,1.2731186229287343,1.3558501256731208,0.04258730785269374
a_subj(Con).7,0.8931510622412411,0.08076411509541973,0.7944581487212435,0.8316567269586123,0.8630661204362758,0.9817484267010995,0.9948258883889745,0.03611881029919508
a_subj(Con).8,1.2504634351115143,0.09225942488904919,1.0722715090106296,1.252138746219607,1.2952703301052588,1.3084934884251136,1.3241431017969634,0.04125966912338999
a_subj(Con).9,0.9903788757392921,0.06474141650004853,0.884176247459827,0.9632756527527638,0.9915568406060821,1.0461133630226234,1.0667722748551638,0.028953241650747003
a_subj(Con).10,0.8811551132612372,0.03346203483626397,0.848301895943894,0.8528161081257034,0.8610171442368738,0.9205419372259709,0.9230984807737438,0.014964676911870456
a_subj(Con).11,1.1109111956688857,0.04870297487228086,1.0290602042107884,1.0810363320787733,1.14009217471089,1.150010075004852,1.1543571923391245,0.021780632504176826
a_subj(Con).12,1.22839260214195,0.05463734949693401,1.1554577954901208,1.1721031991368145,1.2475241322385997,1.2809892074454496,1.285888676398765,0.024434565517111675
a_subj(Con).13,1.4831403253225592,0.013473495807946276,1.4611244964298462,1.4810159787154857,1.4848285347687658,1.4853227903634179,1.5034098263352802,0.006025530504225264
a_subj(Con).14,1.1274030005823212,0.04472848583956329,1.0574781903380617,1.1039448092924742,1.1262972426476592,1.167642529582043,1.1816522310513684,0.020003186973580053
a_subj(Con).15,0.9064725981529442,0.05485367107089567,0.8164031884050651,0.881145361673751,0.9180417981383088,0.938806446594334,0.9779661959532623,0.02453130746598728
a_subj(Con).16,1.470087318177068,0.021078782637501525,1.445652645862329,1.4510814961047958,1.4665346788253777,1.4850251950774838,1.502142575015354,0.009426718172079143
a_subj(Con).17,0.941645372003274,0.01393190375081428,0.918877719143615,0.9343093707538292,0.9437560694662896,0.9546296930103062,0.9566540076423298,0.006230536768561004
a_subj(Con).18,1.0620302924305176,0.06576152935529773,0.9685939560962632,0.9984674732898144,1.0939310535605409,1.1223602446253382,1.1267987345806314,0.02940944998855873
a_subj(Con).19,1.0836404416425949,0.037449169636477465,1.0257960675363094,1.0537231987283893,1.1066940648630843,1.107445850396885,1.124543026688307,0.016747777801616938
a_subj(Con).20,1.4824581553817715,0.05040965518273195,1.3858234453631963,1.4811191172471245,1.5045971960272018,1.5202808449572374,1.5204701733140973,0.022543883142182645
a_subj(Con).21,1.0412110530596834,0.14020639139338126,0.8069419440845292,0.9535136624238236,1.1248019365038004,1.1478010397644818,1.1729966825217828,0.06270220440710839
a_subj(Con).22,1.1391578643032543,0.029564170560885606,1.1023070540714477,1.1077397194616714,1.1442332656783019,1.1696043040044741,1.1719049783003765,0.01322149901450766
a_subj(Con).23,1.0356992596289893,0.033233834882100584,0.9863298678071917,1.0063602630130695,1.053803622712731,1.0605179600610892,1.0714845845508651,0.014862622789876122
a_subj(Con).24,1.509918917613016,0.07347950013766574,1.3760080334172695,1.4947249216278795,1.5290128350747074,1.5719918757669171,1.5778569221783054,0.03286103145210515
a_subj(Con).25,1.2055487645553637,0.07189796063772112,1.1284267530976553,1.143099837588887,1.1872627655355554,1.2444452056056439,1.3245092609490778,0.03215374548590971
a_subj(Con).26,1.0278232107741598,0.036470729902203354,0.9857561875779117,0.9889732279517246,1.0266451887557106,1.0684067517248301,1.0693346978606215,0.01631020625007219
a_subj(Con).27,1.1500555321623191,0.015532760298629903,1.1213434881793582,1.1485997665209522,1.1533774389438505,1.1614234684008342,1.1655334987666013,0.006946461581189279
a_subj(Con).28,1.62212820342491,0.058357126430338635,1.5070360408648973,1.6375919338439648,1.6442098908173985,1.6559980843809157,1.665805067217374,0.026098100333957364
a_subj(Con).29,1.5138173035099665,0.05334070371641519,1.4290761588215295,1.479158744758458,1.5274246404737115,1.5611141990517923,1.5723127744443413,0.023854687895516005
a_subj(Con).30,1.1093501734034503,0.06563361896464304,1.0306653005261697,1.0370050217846423,1.1201530822352588,1.1703751481081877,1.188552314362994,0.02935224672285224
a_subj(Con).31,0.8303231854534484,0.031978632599418993,0.7749991665417266,0.8212953684891503,0.8319597980469394,0.860775796959962,0.8625857972294637,0.014301279263958333
a_subj(Con).32,1.2442675706393203,0.017268790650128478,1.2266068951742333,1.2321055387064361,1.2323118094109047,1.262365682683934,1.2679479272210934,0.007722837956580013
a_subj(Con).33,1.1683891611236514,0.06878480726165942,1.0831396265307336,1.0909397530331668,1.1987723991668744,1.2156526943631565,1.2534413325243259,0.030761500971258324
a_subj(Con).34,1.0646001181871882,0.045845239162015855,1.0121999006305018,1.0444451201746872,1.046264949240823,1.0720307500420356,1.1480598708478937,0.02050261424220059
a_subj(Con).35,1.291682188502519,0.021095214211702174,1.2528774392170523,1.2878699596420313,1.2979674362271867,1.308236067278292,1.3114600401480319,0.00943406659545714
a_subj(Con).36,1.011209743970265,0.006675796750387687,1.001677125418438,1.0082403029492701,1.0099143183921475,1.0144836079852173,1.021733365106252,0.0029855070675678125
a_subj(Rem).1,1.3309437179098051,0.018596248158357854,1.3025109899264238,1.3200049927736293,1.3320354983324356,1.344288390573297,1.3558787179432399,0.008316495001708687
a_subj(Rem).2,1.1805718638876792,0.05433180176224157,1.111062055448504,1.1267963547800495,1.197841994809519,1.209931653443773,1.257227260956551,0.024297920416083002
a_subj(Rem).3,1.31212323225793,0.03448468280804151,1.2516914951128562,1.3071367196312742,1.3134102330717043,1.333916523463476,1.354461190010338,0.015422018988259829
a_subj(Rem).4,1.3268715705372474,0.01186901657544746,1.3135194107284207,1.3159144856771345,1.32473353054519,1.3350094855760244,1.3451809401594677,0.0053079855777544566
a_subj(Rem).5,1.4022654985123268,0.06582426219390398,1.295551676299486,1.3637363300531975,1.4164824992981893,1.4660751630013684,1.4694818239093914,0.02943750496686775
a_subj(Rem).6,1.2793185404815341,0.006285858964995767,1.2682837435233458,1.276374668055674,1.2828351680582355,1.2844208039226026,1.2846783188478126,0.002811121588541401
a_subj(Rem).7,1.088609865542541,0.02411789670088718,1.0652005040767891,1.07016301703701,1.074598962437497,1.1050715496356194,1.1280152945257895,0.01078585129950033
a_subj(Rem).8,1.453094924906519,0.03744179362166883,1.3866645399414943,1.4558707120889967,1.4565017576144106,1.4636965714088848,1.5027410434788075,0.016744479147513907
a_subj(Rem).9,1.095383547518154,0.05529324334934303,1.014140493249934,1.043759814307033,1.134478963642942,1.1353308076485429,1.1492076587423175,0.024727890165113835
a_subj(Rem).10,0.9963657512580115,0.07487354978191695,0.883483028241493,0.933916012310674,1.0337056584511206,1.0499912450061957,1.0807328122805742,0.03348446940581617
a_subj(Rem).11,1.470715134632544,0.08632187864644371,1.3893300488077522,1.4006855808280736,1.4646671601678445,1.467911640365248,1.6309812429938018,0.03860431771978713
a_subj(Rem).12,1.3036670913612078,0.11456998591236355,1.169000135548755,1.2027078367217088,1.2916286302028386,1.3705361541492136,1.4844627001835233,0.05123725533624763
a_subj(Rem).13,1.872639637061771,0.06865022447292739,1.7639553708358933,1.8323671715844638,1.8802786040075359,1.936725230072782,1.94987180880818,0.03070131371841706
a_subj(Rem).14,1.251675363278992,0.03274146532068357,1.1970562398985523,1.2335024535271237,1.264451399022253,1.2752674673197582,1.288099256627273,0.01464242842800008
a_subj(Rem).15,1.052707667092664,0.04374376117551673,0.97655723879096,1.037193428683193,1.0624511190302757,1.0874422679625997,1.0998942809962922,0.019562804715994305
a_subj(Rem).16,1.4973703361627355,0.03174543965662898,1.4504792737481604,1.4862608311503465,1.4947873009681578,1.506747868004355,1.5485764069426584,0.014196992209567995
a_subj(Rem).17,1.1173394350620214,0.06430991295997279,1.038311904578467,1.042477539432476,1.1440807695657427,1.1769921952341031,1.1848347664993177,0.028760267401118773
a_subj(Rem).18,1.174882735512788,0.10841303814488903,1.0134905882006697,1.0982727565874508,1.1923282760885088,1.2518183418239057,1.318503714863405,0.04848378458784991
a_subj(Rem).19,1.2369046459712583,0.023603684832391322,1.2153619557631283,1.2173040156793815,1.2207311838728683,1.2614881250549523,1.269637949485959,0.010555888760941545
a_subj(Rem).20,1.5923880712258758,0.03128611506888039,1.5515416095427566,1.5625117067567753,1.5949028162305527,1.6259539272394172,1.6270302963598755,0.013991576009179413
a_subj(Rem).21,1.052817547872498,0.08966022573636218,0.9428208825736948,0.9451886255989946,1.1036485170706267,1.1332551847846974,1.139174529334476,0.04009727192489639
a_subj(Rem).22,1.1307214662454133,0.028712861705407475,1.086797918888958,1.1222109399417672,1.1288166593418563,1.1399960775753657,1.1757857354791192,0.01284078212036833
a_subj(Rem).23,1.2590996232476082,0.0555112611775845,1.1734591017950544,1.2369808239857354,1.248171931801786,1.3039303328349994,1.3329559258204662,0.024825390701964795
a_subj(Rem).24,1.3366728256817835,0.05381564862460842,1.2850011335068254,1.29309197238566,1.3197579095747443,1.3519246967725207,1.4335884161691663,0.024067089715573496
a_subj(Rem).25,1.1586834734277622,0.016471339580586563,1.141121403578377,1.1464823035858984,1.1492759604757794,1.1736022094305867,1.1829354900681697,0.007366206996534886
a_subj(Rem).26,1.1672206469864377,0.07785191653314692,1.080506257310488,1.0811718081629682,1.1706160673061121,1.229248863084906,1.2745602390677147,0.034816435509351255
a_subj(Rem).27,1.3250817335596539,0.018594096204510704,1.303465341415012,1.3054828792293736,1.3244932192844414,1.3447196890114896,1.3472475388579528,0.008315532618691352
a_subj(Rem).28,1.5259381172405788,0.058651652129194126,1.455243748436271,1.487392669184833,1.4955127911839907,1.5914255993816628,1.6001157780161372,0.026229816230709666
a_subj(Rem).29,1.3817804939264122,0.022133656808258108,1.3645969996378562,1.3682267859274864,1.3732666364329107,1.3776603955281108,1.4251516521056957,0.009898472242783231
a_subj(Rem).30,1.3005573948624667,0.08686096343283077,1.1649181851545292,1.2369262557342844,1.3301738107544536,1.383279938199746,1.387488784469321,0.038845403765386616
a_subj(Rem).31,1.0166069762185894,0.0337698036656901,0.9540462318899408,1.0108813639698933,1.030521111010421,1.0373279330695788,1.050258241153113,0.015102315316660928
a_subj(Rem).32,1.3948536799343705,0.07499895995385393,1.29448796984254,1.317916188711414,1.4245846690632524,1.4552447116793321,1.4820348603753142,0.03354055453972037
a_subj(Rem).33,1.1960344087548616,0.06481250343167459,1.0677534015857209,1.21229025878728,1.227771883196021,1.231044525110811,1.2413119750944759,0.028985032693032556
a_subj(Rem).34,1.0731376326846687,0.03375447157003048,1.0175499734713123,1.0726804761017281,1.073695525765929,1.077784402016963,1.1239777860674107,0.015095458595034441
a_subj(Rem).35,1.2176374832935284,0.02290152226884572,1.189420353578353,1.1954263490189057,1.2207616803575436,1.2311835844671752,1.2513954490456638,0.010241872116272848
a_subj(Rem).36,0.9214944754384604,0.043941043709301957,0.8703215993169866,0.8890490829715197,0.900079438503504,0.9719976204489837,0.976024635951308,0.019651032147257736
a_subj(Uad).1,1.6153633586422937,0.0872141394665321,1.4994585067656354,1.5236038649854553,1.6553861643018768,1.6829958097780924,1.7153724473804086,0.0390033488892626
a_subj(Uad).2,1.169522325387928,0.026571224976611154,1.1453776321148261,1.1489325367153682,1.1542949479917675,1.1837924456792066,1.215214064438471,0.01188301305862856
a_subj(Uad).3,1.4283821256007814,0.02360752215707669,1.3847918073384111,1.4252954752278941,1.4339387464249687,1.4483878997364332,1.4494966992761993,0.01055760486471119
a_subj(Uad).4,1.52407033020403,0.024071421688987613,1.4885089661912478,1.5035341217742846,1.5330544076671369,1.544443848902504,1.5508103064849768,0.01076506704232782
a_subj(Uad).5,1.5362916097035118,0.08282644925526575,1.4585793335573825,1.4650173055147226,1.4897508489918168,1.6032302398881213,1.6648803205655158,0.03704111417394221
a_subj(Uad).6,1.275664750551449,0.07663981881526302,1.1605288448225568,1.207478674878976,1.3280873373513904,1.3325342941166454,1.3496946015876763,0.0342743689308391
a_subj(Uad).7,1.0557468069844287,0.012487719077738334,1.04061468376277,1.0409622650687234,1.0622914421741816,1.0645873286559333,1.070278315260535,0.005584677748348779
a_subj(Uad).8,1.4612366187904584,0.02266525667790213,1.4267006944966822,1.4493813114170955,1.4604317587158344,1.4770594609969514,1.4926098683257278,0.010136210931854043
a_subj(Uad).9,1.090774738714222,0.0532411814781634,1.0362723320332579,1.0550789255374236,1.065725943029903,1.1119288473082103,1.1848676456623153,0.02381018019751522
a_subj(Uad).10,1.1667697358290332,0.021254569614430275,1.1243961131482938,1.1742609472972567,1.1777373787054735,1.1780584509560732,1.179395789038069,0.009505332498073518
a_subj(Uad).11,1.3417194331895042,0.0432785108239911,1.3030269791207498,1.3196816048408448,1.325424448991318,1.334677685495568,1.4257864474990403,0.019354738433480904
