,mean,std,2.5q,25q,50q,75q,97.5q,mc err
a_subj(Uad).29,1.5371488415753716,0.06444718192552096,1.4183837215606636,1.4922877241676828,1.5336699282522173,1.5791077023467504,1.6726944480953527,0.001194820627135869
a_subj(Uad).30,1.2317117637138677,0.042519228579580626,1.1538189604057587,1.202582383750475,1.2295087027003184,1.2587972521554815,1.3206061572007735,0.0006363240452096402
a_subj(Uad).31,0.9900316226411736,0.02626123087584826,0.9404662680178072,0.9720355239246229,0.9897075180145118,1.0074548172665068,1.0427079001510922,0.00033932417831579275
a_subj(Uad).32,1.3729470175592335,0.04827984652057783,1.2793280261783448,1.340854218251673,1.3722901159398024,1.4052822271866805,1.4704534924588657,0.0008482938599805899
a_subj(Uad).33,1.3815343669245528,0.048577460204313985,1.2897150990566293,1.348315166495532,1.3800307996262817,1.4130121086159178,1.4811419680053346,0.0007842279670716091
a_subj(Uad).34,1.2552960714747583,0.03496318443006267,1.1879941288293978,1.2314910224471003,1.254698436723537,1.278332756892036,1.325184897235792,0.00039759834221762965
a_subj(Uad).35,1.2429795794447807,0.032270717202425615,1.1827213085543895,1.2203772250598681,1.2423035670422518,1.2644333265031926,1.3087371788449023,0.0003317523882481913
a_subj(Uad).36,1.064418121523004,0.03086787875221477,1.006324842111826,1.0429604445434533,1.0637630169372534,1.084835914961383,1.1266687412221257,0.0003764106642346276
v(Con),1.9962123608475866,0.110964157606505,1.7770938416924418,1.9210819743296812,1.995082525200133,2.070560462784195,2.215971451252757,0.0009797212776205713
v(Rem),1.803609430082904,0.11132655126853412,1.5823201676557768,1.7286962289275858,1.8031952936387021,1.8777888378005398,2.0201442526787545,0.000977888409864661
v(Uad),1.7651800707308856,0.10981308991998262,1.5507832717765184,1.6905645165668715,1.7645227001185935,1.8378308634076366,1.982635108309209,0.0009588551149528879
v_std,0.6482347983779781,0.04729703488071219,0.5646923500276185,0.6155938643266385,0.6456009762603108,0.6778233548234696,0.7494497998548229,0.0005015397804966777
v_subj(Con).1,2.006212168315179,0.10531942608782026,1.8019102516017595,1.9340722020976273,2.0066967483000546,2.0769459027752166,2.2152115789485665,0.001375747742277937
v_subj(Con).2,1.9407643858592116,0.11349772620787159,1.7180300648950433,1.8639661829885266,1.9409514197317672,2.0165149535007485,2.1651688999487524,0.001155891828287322
v_subj(Con).3,2.993842856906519,0.1471292943180571,2.707049313907827,2.893481662925396,2.9922521347169946,3.0933228332003257,3.286532823494003,0.0020432789193379148
v_subj(Con).4,1.9279442867359904,0.10540786194893262,1.7220774422956933,1.8555077547654282,1.9274964027934338,1.9987730399098687,2.1367669197767087,0.0010704610311837778
v_subj(Con).5,3.289516936629237,0.19620364312726185,2.9410289967698686,3.1543630513418397,3.2764569962316292,3.407849125356514,3.727684500342918,0.005977526418416512
v_subj(Con).6,2.6246281935177005,0.13405714110315792,2.368294402453214,2.5344038600793994,2.621782117931981,2.7154668879037396,2.890945656065793,0.0015074374891884007
v_subj(Con).7,1.7407591518021188,0.11171914500799618,1.5276057470739315,1.6628975456208532,1.741267332712118,1.8162236852130895,1.9606773405432527,0.0011203875972939487
v_subj(Con).8,2.5272974983890313,0.12997235058208764,2.275008204812245,2.439449088944868,2.524885938115692,2.613815765846915,2.7884839823658982,0.001933632658155908
v_subj(Con).9,1.1055262436214737,0.10626146138940393,0.895903845624604,1.0353580866841618,1.1054097479327503,1.1768591632051688,1.3162515136968427,0.0008758425373370562
v_subj(Con).10,3.1289597719134057,0.15083671736765503,2.837084680984747,3.0284475349620825,3.1286219157870616,3.2271326015883623,3.435589988700929,0.001923130534831038
v_subj(Con).11,1.9745347065679046,0.1072142968807016,1.7644134142985513,1.9019908567192694,1.9739749431430136,2.0467879864290324,2.184751617351835,0.001194046141978707
v_subj(Con).12,2.660071659769447,0.13785427387313923,2.392887947412782,2.5663340341191185,2.6583998420475448,2.7505425280505147,2.933821057701747,0.001953847329315447
v_subj(Con).13,1.5016167708521693,0.08324576511318292,1.3397143678566394,1.4452170176708907,1.5013280633214139,1.5581756711641637,1.6649247079466063,0.0009190020694712318
v_subj(Con).14,0.7835539913095204,0.08971149713322525,0.6085947714067272,0.7216757145357748,0.7835825726928793,0.8444256611238943,0.9628176111855096,0.000801085465127579
v_subj(Con).15,1.688392053168157,0.11610199029959141,1.4639334562597857,1.609496547213218,1.6890564522858609,1.7679225169102475,1.9153326397122439,0.0011551451834671718
v_subj(Con).16,1.666771718077812,0.09139162718319499,1.488928481270609,1.6044118205644893,1.6664183462409607,1.7294992553410111,1.8459106067426343,0.0009807175477028669
v_subj(Con).17,1.4133261393436596,0.10994723397147389,1.1998562022082566,1.3390312215763633,1.4124965612448224,1.4884386206158613,1.6297843717922733,0.0009643261969386916
v_subj(Con).18,2.2226233197941245,0.11774827672043296,1.9963100974573234,2.143716387585603,2.220874269086546,2.300329501450448,2.457150907171942,0.00099458275843658
v_subj(Con).19,2.9729917740069842,0.14270567797597739,2.6941720952750394,2.876229707331454,2.972230069003292,3.0711157480164797,3.254065778523416,0.0018533456297805512
v_subj(Con).20,2.1184884105161266,0.10615879580970186,1.9147168070237992,2.046008243197663,2.1171195025466862,2.1884991148960022,2.333250240870385,0.001198667248697061
v_subj(Con).21,2.993193054202433,0.14557754470939682,2.707446082056611,2.8949104568151562,2.9930463906110005,3.090442307009949,3.284220421627982,0.0019517573268655983
v_subj(Con).22,1.2733843026437923,0.09462740212289433,1.0889117139091151,1.2095218510155943,1.2732817095378175,1.3364280981069574,1.4613332798831178,0.000951539336402999
v_subj(Con).23,2.207510314065084,0.11872933911124192,1.973999149075723,2.1263955132880303,2.207447752129167,2.287191071151128,2.4394324988090763,0.0013679985462138962
v_subj(Con).24,1.0887987170569906,0.07372057819817344,0.9454064151335932,1.0388484216633966,1.0892240434653342,1.1390920409223215,1.2340773051143605,0.0006402263698990979
v_subj(Con).25,0.6267393816169285,0.08232189765615018,0.46454481502022427,0.5713225586579259,0.6266855407659786,0.6821688937313048,0.7883779410515814,0.0007897990547875673
v_subj(Con).26,1.5641239279152306,0.1057049949196408,1.358495774432895,1.4921801050655632,1.565176573631544,1.6348447750762751,1.7720973002134965,0.0009252082096341361
v_subj(Con).27,2.214030630126693,0.11691663649445583,1.9880705469480637,2.1358748216100167,2.2115707198727406,2.292150704576824,2.4470938118432017,0.001227765465957827
